Name,Facility_ID,Category,BusinessStatus,BusinessStatusDetail,Sido,Sigungu,Dong,LotNumber,RoadAddress,PostalCode,lat,lon,PhoneNumber,LicenseDate,ClosingDate,LastUpdated,region_key,coord_status
다솜고양이메디컬센터,331000001020130002,3310000,영업/정상,정상,부산광역시,남구,남구,부산광역시 남구 문현동 403-7 다솜 동물 병원,"부산광역시 남구 수영로13번길 3, 다솜 동물 병원 (문현동)",48415.0,35.13743067175546,129.0692859027525,051-636-7582,2013-05-23,,2026-01-28,부산광역시_남구,ok
지경희동물병원,331000001020130003,3310000,영업/정상,정상,부산광역시,남구,남구,부산광역시 남구 용호동 532-19,부산광역시 남구 용호로 199 (용호동),48591.0,35.11449108709575,129.11119555803836,051-704-0220,2013-06-11,,2025-12-15,부산광역시_남구,ok
다솜동물메디컬센터,331000001020130004,3310000,영업/정상,정상,부산광역시,남구,남구,부산광역시 남구 문현동 403-7 다솜 동물 병원,"부산광역시 남구 수영로13번길 3, 다솜 동물 병원 (문현동)",48415.0,35.13743067175546,129.0692859027525,051-632-7580,2013-07-15,,2026-01-28,부산광역시_남구,ok
헬로동물병원,331000001020130005,3310000,영업/정상,정상,부산광역시,남구,남구,부산광역시 남구 용호동 957-1 힐탑탑플레이스 A동 403호,"부산광역시 남구 분포로 115, 힐탑탑플레이스 A동 403호 (용호동)",48515.0,35.132078771721794,129.1129129608532,051-627-1275,2013-08-13,,2025-12-15,부산광역시_남구,ok
다온 동물병원,331000001020150001,3310000,영업/정상,정상,부산광역시,남구,남구,부산광역시 남구 대연동 1858 대연힐스테이트푸르지오,"부산광역시 남구 수영로 345, 115동 124,125호 (대연동, 대연힐스테이트푸르지오)",48432.0,35.13043,129.09421,051-622-2171,2015-11-12,,2025-12-15,부산광역시_남구,centroid_fallback
UN동물의료센터,331000001020170001,3310000,영업/정상,정상,부산광역시,남구,남구,부산광역시 남구 대연동 1745-9,부산광역시 남구 수영로 221 (대연동),48445.0,35.13532211612241,129.09074606900424,051-624-2475,2017-10-12,,2026-01-07,부산광역시_남구,ok
W동물의료센터,331000001020190002,3310000,영업/정상,정상,부산광역시,남구,남구,부산광역시 남구 용호동 164,"부산광역시 남구 용호로 68, 2층 (용호동)",48523.0,35.13043,129.09421,051-626-5050,2019-05-20,,2025-12-15,부산광역시_남구,centroid_fallback
더본 외과동물의료센터,331000001020210001,3310000,영업/정상,정상,부산광역시,남구,남구,부산광역시 남구 대연동 29-1,"부산광역시 남구 수영로 364, 4층 (대연동)",48509.0,35.139419698926744,129.10534899055216,051-711-7515,2021-09-01,,2025-12-15,부산광역시_남구,ok
엘 동물병원,331000001020240001,3310000,영업/정상,정상,부산광역시,남구,남구,부산광역시 남구 대연동 63-3,"부산광역시 남구 용소로14번길 23, 3층 (대연동)",48498.0,35.1354570935867,129.09952013091635,,2024-02-13,,2025-12-15,부산광역시_남구,ok
세이 동물병원,331000001020260001,3310000,영업/정상,정상,부산광역시,남구,남구,부산광역시 남구 대연동 1954 힐스테이트대연센트럴,"부산광역시 남구 진남로 95, 상가 110호 (대연동, 힐스테이트대연센트럴)",48451.0,35.13043,129.09421,051-715-2601,2026-01-13,,2026-01-14,부산광역시_남구,centroid_fallback
덕천동물의료센터,332000001019910001,3320000,영업/정상,정상,부산광역시,북구,북구,부산광역시 북구 덕천동 375-5,부산광역시 북구 만덕대로 119 (덕천동),46554.0,35.213411288796124,129.0179350134192,,1991-01-17,,2025-12-15,부산광역시_북구,ok
백양동물병원,332000001019920002,3320000,영업/정상,정상,부산광역시,북구,북구,부산광역시 북구 만덕동 839-1,부산광역시 북구 덕천로 280 (만덕동),46611.0,35.20917140353735,129.03513291533844,,1992-06-15,,2025-12-15,부산광역시_북구,ok
노아동물병원,332000001019990001,3320000,영업/정상,정상,부산광역시,북구,북구,부산광역시 북구 화명동 2337 화명2차동원로얄듀크비스타,"부산광역시 북구 금곡대로 175 (화명동, 화명2차동원로얄듀크비스타)",46541.0,35.21829,129.01392,,1999-07-02,,2025-12-15,부산광역시_북구,centroid_fallback
21세기종합동물병원,332000001020020001,3320000,영업/정상,정상,부산광역시,북구,북구,부산광역시 북구 덕천동 383-3,부산광역시 북구 만덕대로 34 (덕천동),46577.0,35.21071387758662,129.0087899053364,,2002-12-21,,2025-12-15,부산광역시_북구,ok
차동물병원,332000001020030003,3320000,영업/정상,정상,부산광역시,북구,북구,부산광역시 북구 화명동 1469-4,부산광역시 북구 금곡대로 304 (화명동),,35.23542903281314,129.01412351338774,,2003-09-02,,2025-12-15,부산광역시_북구,ok
행복한동물병원,332000001020090002,3320000,영업/정상,정상,부산광역시,북구,북구,부산광역시 북구 화명동 1528-5 화명빌딩202호,"부산광역시 북구 금곡대로 344 (화명동,화명빌딩202호)",,35.239121767484335,129.01450297715562,,2009-07-02,,2025-12-15,부산광역시_북구,ok
만덕24시동물병원,332000001020120001,3320000,영업/정상,정상,부산광역시,북구,북구,부산광역시 북구 만덕동 916-7,부산광역시 북구 덕천로 227 (만덕동),46571.0,35.21083217894788,129.02895956052444,051-338-0075,2012-03-08,,2025-12-15,부산광역시_북구,ok
카이저동물치과병원,332000001020130001,3320000,영업/정상,정상,부산광역시,북구,북구,부산광역시 북구 화명동 898-19,"부산광역시 북구 금곡대로 182, 1층 (화명동)",46539.0,35.22503096571168,129.01016659841275,051-361-7582,2013-04-16,,2025-12-15,부산광역시_북구,ok
그랜드 동물병원,332000001020140001,3320000,영업/정상,정상,부산광역시,북구,북구,부산광역시 북구 금곡동 1880-12 해림빌딩,"부산광역시 북구 학사로 299, 해림빌딩 (금곡동)",46519.0,35.247602032485574,129.01259481088314,,2014-06-09,,2025-12-15,부산광역시_북구,ok
119동물병원,347000001020250001,3470000,영업/정상,정상,대구광역시,달서구,달서구,대구광역시 달서구 호산동 293-2,"대구광역시 달서구 달구벌대로 1005, 1층 101호 (호산동)",42602.0,35.85316994738371,128.47703387487437,053-585-1195,2025-11-24,,2025-12-15,대구광역시_달서구,ok
TL 동물병원,347000001020250002,3470000,영업/정상,정상,대구광역시,달서구,달서구,대구광역시 달서구 진천동 604-1,"대구광역시 달서구 진천로 75-26, 201호 (진천동)",42760.0,35.814546867116825,128.52104534860052,,2025-12-26,,2025-12-28,대구광역시_달서구,ok
구지동물병원,348000001020030003,3480000,영업/정상,정상,대구광역시,달성군,달성군,대구광역시 달성군 구지면 창리 429-3,대구광역시 달성군 구지면 창리로11길 33,43010.0,35.65898924810279,128.41099435204208,,2003-01-15,,2025-12-15,대구광역시_달성군,ok
두남자동물병원,347000001020140003,3470000,영업/정상,정상,대구광역시,달서구,달서구,대구광역시 달서구 진천동 657-1,대구광역시 달서구 월배로 48 (진천동),42770.0,35.81302296042467,128.52005869408495,053-721-7585,2014-07-15,,2025-12-15,대구광역시_달서구,ok
하나동물병원,347000001020140004,3470000,영업/정상,정상,대구광역시,달서구,달서구,대구광역시 달서구 상인동 1595-3,대구광역시 달서구 조암남로 9 (상인동),42780.0,35.8223103502728,128.53186141145758,053-631-5575,2014-07-21,,2025-12-15,대구광역시_달서구,ok
초록동물병원,347000001020140005,3470000,영업/정상,정상,대구광역시,달서구,달서구,대구광역시 달서구 진천동 595-26,대구광역시 달서구 월배로 79 (진천동),42760.0,35.81404923119771,128.52314964085804,053-638-1558,2014-11-28,,2025-12-15,대구광역시_달서구,ok
24시프라임동물병원,347000001020150001,3470000,영업/정상,정상,대구광역시,달서구,달서구,대구광역시 달서구 대곡동 964,대구광역시 달서구 비슬로 2746 (대곡동),42765.0,35.83592,128.53409,053-631-9966,2015-04-10,,2025-12-15,대구광역시_달서구,centroid_fallback
이솝동물병원,347000001020150002,3470000,영업/정상,정상,대구광역시,달서구,달서구,대구광역시 달서구 대곡동 7-6,대구광역시 달서구 비슬로 2692 (대곡동),42769.0,35.80798684480535,128.51018860542572,053-631-0209,2015-06-01,,2025-12-15,대구광역시_달서구,ok
앨리스in동물병원,347000001020160001,3470000,영업/정상,정상,대구광역시,달서구,달서구,대구광역시 달서구 월성동 1811 그루메디컬 105호,"대구광역시 달서구 조암로 4, 105호 (월성동, 그루메디컬)",42752.0,35.83592,128.53409,053-638-7585,2016-02-11,,2025-12-15,대구광역시_달서구,centroid_fallback
애플동물병원,347000001020160004,3470000,영업/정상,정상,대구광역시,달서구,달서구,대구광역시 달서구 진천동 574-1,"대구광역시 달서구 진천로 78, 2층 (진천동)",42784.0,35.81542300394997,128.52378988524848,053-633-1175,2016-07-28,,2025-12-15,대구광역시_달서구,ok
라파동물병원,347000001020170001,3470000,영업/정상,정상,대구광역시,달서구,달서구,대구광역시 달서구 장기동 555-18,"대구광역시 달서구 장기로 245, 1층 (장기동)",42690.0,35.84330157669034,128.53352249504084,053-557-7582,2017-01-11,,2025-12-15,대구광역시_달서구,ok
본리종합동물병원,347000001020170002,3470000,영업/정상,정상,대구광역시,달서구,달서구,대구광역시 달서구 장기동 566-4,대구광역시 달서구 용산로 52 (장기동),42690.0,35.84219205352943,128.53088147569278,053-567-8275,2017-06-22,,2025-12-15,대구광역시_달서구,ok
본 동물메디컬센터 외과동물병원,347000001020170003,3470000,영업/정상,정상,대구광역시,달서구,달서구,대구광역시 달서구 상인동 54-6,"대구광역시 달서구 월곡로 330-1, 1,2,3층 (상인동)",42749.0,35.822351132260955,128.53426392079186,053-634-7582,2017-08-30,,2025-12-15,대구광역시_달서구,ok
탑스동물메디컬센터,347000001020170004,3470000,영업/정상,정상,대구광역시,달서구,달서구,대구광역시 달서구 상인동 1439-1,"대구광역시 달서구 월배로 166, 1, 2, 5층 (상인동)",42788.0,35.81656168694197,128.53222336444608,053-637-7501,2017-11-29,,2026-02-28,대구광역시_달서구,ok
돌봄동물메디컬클리닉,347000001020190001,3470000,영업/정상,정상,대구광역시,달서구,달서구,대구광역시 달서구 월성동 1540-2 원더풀스파랜드 203호,"대구광역시 달서구 조암로 48, 원더풀스파랜드 203호 (월성동)",42754.0,35.82431860330005,128.52419869588945,053-631-7975,2019-02-25,,2025-12-15,대구광역시_달서구,ok
수목원동물병원,347000001020190002,3470000,영업/정상,정상,대구광역시,달서구,달서구,대구광역시 달서구 대곡동 1071-2,대구광역시 달서구 갈밭로4길 20 (대곡동),42829.0,35.80304455324078,128.53055171563113,053-637-5287,2019-03-20,,2025-12-15,대구광역시_달서구,ok
이서동물병원,347000001020200002,3470000,영업/정상,정상,대구광역시,달서구,달서구,대구광역시 달서구 성당동 263-4,대구광역시 달서구 구마로 243 (성당동),42680.0,35.8374371101248,128.5543705852151,053-719-0205,2020-05-15,,2025-12-15,대구광역시_달서구,ok
대구24시바른동물의료센터,347000001020210001,3470000,영업/정상,정상,대구광역시,달서구,달서구,대구광역시 달서구 감삼동 280-5 2층,"대구광역시 달서구 와룡로 142, 2층 (감삼동)",42653.0,35.845285407355995,128.5375398283317,053-571-0075,2021-05-12,,2025-12-15,대구광역시_달서구,ok
대구24시라이프동물의료센터,347000001020210003,3470000,영업/정상,정상,대구광역시,달서구,달서구,대구광역시 달서구 감삼동 69-1,"대구광역시 달서구 달구벌대로 1601, 1층 (감삼동)",42640.0,35.85222195769568,128.54146932242975,053-567-2475,2021-10-22,,2025-12-15,대구광역시_달서구,ok
동행동물병원,347000001020220001,3470000,영업/정상,정상,대구광역시,달서구,달서구,대구광역시 달서구 대천동 511-3 월배이타운,"대구광역시 달서구 진천로 117, 월배이타운 1층 117, 118호 (대천동)",42760.0,35.81873440182238,128.52135732058062,053-636-8720,2022-11-23,,2025-12-15,대구광역시_달서구,ok
대구경북양돈농협 동물병원,347000001020220002,3470000,영업/정상,정상,대구광역시,달서구,달서구,대구광역시 달서구 월성동 1871,"대구광역시 달서구 월암로 26, 4층 (월성동)",42755.0,35.83592,128.53409,,2022-11-23,,2025-12-15,대구광역시_달서구,centroid_fallback
본 동물 건강검진영상센터,347000001020240001,3470000,영업/정상,정상,대구광역시,달서구,달서구,대구광역시 달서구 상인동 54-5,"대구광역시 달서구 월곡로 332, 2층 (상인동)",42749.0,35.82248245130393,128.5340984570601,053-633-7585,2024-08-09,,2026-02-24,대구광역시_달서구,ok
현풍동물병원,348000001020030006,3480000,영업/정상,정상,대구광역시,달성군,달성군,대구광역시 달성군 유가읍 봉리 613,대구광역시 달성군 유가읍 테크노공원로 51,43018.0,35.79355,128.47542,053-614-3570,2003-01-15,,2025-12-15,대구광역시_달성군,centroid_fallback
리본동물병원,360000001020250001,3600000,영업/정상,정상,광주광역시,서구,서구,광주광역시 서구 화정동 400-28 스타빌딩,"광주광역시 서구 금화로 283, 스타빌딩 1층 (화정동)",62043.0,35.13786385122905,126.87801171228772,062-373-5575,2025-03-04,,2025-12-15,광주광역시_서구,ok
노아동물병원,361000001020030002,3610000,영업/정상,정상,광주광역시,남구,남구,광주광역시 남구 월산동 930-18,광주광역시 남구 대남대로 407 (월산동),,35.14707272805493,126.88897243096704,062-363-4860,2003-03-18,,2025-12-15,광주광역시_남구,ok
최광호동물병원,361000001020030003,3610000,영업/정상,정상,광주광역시,남구,남구,광주광역시 남구 방림동 566,광주광역시 남구 방림로 10 (방림동),61676.0,35.13146,126.90126,062-673-4047,2003-03-18,,2025-12-15,광주광역시_남구,centroid_fallback
다솜동물병원,361000001020030005,3610000,영업/정상,정상,광주광역시,남구,남구,광주광역시 남구 백운동 348-1,"광주광역시 남구 독립로 82, 1층 (백운동)",61645.0,35.14085255436479,126.90255800352394,,2003-03-18,,2025-12-15,광주광역시_남구,ok
희망동물병원,361000001020030007,3610000,영업/정상,정상,광주광역시,남구,남구,광주광역시 남구 사동 79,광주광역시 남구 천변좌로 394 (사동),,35.13146,126.90126,062-671-8288,2003-03-19,,2025-12-15,광주광역시_남구,centroid_fallback
봉선동물병원,361000001020040002,3610000,영업/정상,정상,광주광역시,남구,남구,광주광역시 남구 봉선동 1027-6,광주광역시 남구 봉선중앙로 94 (봉선동),61671.0,35.12931455728884,126.91114357079044,,2004-02-18,,2025-12-15,광주광역시_남구,ok
서현동물병원,361000001020040005,3610000,영업/정상,정상,광주광역시,남구,남구,광주광역시 남구 구동 37-23,광주광역시 남구 천변좌로 370 (구동),,35.14567533125943,126.91215665717849,062-671-7007,2004-09-03,,2025-12-15,광주광역시_남구,ok
수동물병원,361000001020040006,3610000,영업/정상,정상,광주광역시,남구,남구,광주광역시 남구 주월동 387-2,광주광역시 남구 서문대로 791-1 (주월동),61721.0,35.12997188390182,126.89813570791442,,2004-11-04,,2025-12-15,광주광역시_남구,ok
진월24동물병원,361000001020060001,3610000,영업/정상,정상,광주광역시,남구,남구,광주광역시 남구 진월동 249 대주아파트,"광주광역시 남구 서문대로678번길 7, 202호 (진월동, 대주아파트)",61709.0,35.13146,126.90126,,2006-07-24,,2025-12-15,광주광역시_남구,centroid_fallback
광주축산농협동물병원,361000001020060002,3610000,영업/정상,정상,광주광역시,남구,남구,광주광역시 남구 송하동 262-1,광주광역시 남구 송암로24번길 52 (송하동),61740.0,35.110007613647966,126.88467508291868,062-674-1232,2006-10-16,,2025-12-15,광주광역시_남구,ok
센트럴,361000001020080002,3610000,영업/정상,정상,광주광역시,남구,남구,광주광역시 남구 봉선동 1064,"광주광역시 남구 봉선로 198 (봉선동, 이마트)",61705.0,35.13146,126.90126,062-682-7553,2008-04-01,,2025-12-15,광주광역시_남구,centroid_fallback
그린동물병원,361000001020090001,3610000,영업/정상,정상,광주광역시,남구,남구,광주광역시 남구 월산동 1035-18,광주광역시 남구 대남대로 309-1 (월산동),61614.0,35.13958692790018,126.89465670042188,062-352-0101,2009-09-18,,2025-12-15,광주광역시_남구,ok
늘푸른 동물병원,361000001020110001,3610000,영업/정상,정상,광주광역시,남구,남구,광주광역시 남구 봉선동 1080 남양휴튼 B동 103호,"광주광역시 남구 봉선로 115, B동 103호 (봉선동,남양휴튼)",,35.13146,126.90126,,2011-08-01,,2025-12-15,광주광역시_남구,centroid_fallback
길동물병원,361000001020170001,3610000,영업/정상,정상,광주광역시,남구,남구,광주광역시 남구 주월동 404-15,"광주광역시 남구 서문대로 763 (주월동, 길동물병원)",61722.0,35.12745428917925,126.89728575001546,,2017-01-06,,2025-12-15,광주광역시_남구,ok
이룸외과동물병원,361000001020170003,3610000,영업/정상,정상,광주광역시,남구,남구,광주광역시 남구 주월동 621-1,광주광역시 남구 금화로 376 (주월동),61602.0,35.141233356256635,126.8869000479845,062-714-1755,2017-03-13,,2025-12-15,광주광역시_남구,ok
봉선아이동물메디컬센터,361000001020170004,3610000,영업/정상,정상,광주광역시,남구,남구,광주광역시 남구 봉선동 1156-9,광주광역시 남구 봉선로 77(봉선동),61695.0,35.12670253482592,126.90582240925004,062-412-7500,2017-03-20,,2025-12-15,광주광역시_남구,ok
은하수 동물병원,361000001020190001,3610000,영업/정상,정상,광주광역시,남구,남구,광주광역시 남구 진월동 264-3,광주광역시 남구 서문대로 665 (진월동),61727.0,35.119414254668335,126.89848285380512,062-716-4282,2019-02-11,,2025-12-15,광주광역시_남구,ok
청담동물병원,361000001020190002,3610000,영업/정상,정상,광주광역시,남구,남구,광주광역시 남구 봉선동 138-2 플러스존,"광주광역시 남구 봉선로 205, 플러스존 (봉선동)",61686.0,35.12291550785281,126.91773000154645,062-710-1075,2019-09-09,,2025-12-15,광주광역시_남구,ok
비타동물의료센터,361000001020210001,3610000,영업/정상,정상,광주광역시,남구,남구,광주광역시 남구 주월동 1279-20 JM빌딩,"광주광역시 남구 봉선로 21, 1층 (봉선동, 우리덕이)",61692.0,35.13146,126.90126,062-675-7600,2021-04-01,,2025-12-15,광주광역시_남구,centroid_fallback
오즈동물병원,361000001020210002,3610000,영업/정상,정상,광주광역시,남구,남구,광주광역시 남구 주월동 536-24 오즈동물병원,"광주광역시 남구 회재로 1158, 오즈동물병원 1층 (주월동)",61729.0,35.1307942072401,126.88833306864196,062-654-1275,2021-11-26,,2025-12-15,광주광역시_남구,ok
루나동물병원,361000001020220001,3610000,영업/정상,정상,광주광역시,남구,남구,광주광역시 남구 봉선동 465-3 101호,"광주광역시 남구 봉선2로 53, 101호 (봉선동)",61675.0,35.12601451629994,126.91241454400796,062-654-7500,2022-03-15,,2025-12-15,광주광역시_남구,ok
24시김승현외과동물메디컬센터,361000001020240001,3610000,영업/정상,정상,광주광역시,남구,남구,광주광역시 남구 월산동 963-14 스타빌딩,"광주광역시 남구 대남대로 388, 스타빌딩 1층 (월산동)",61617.0,35.14579042529259,126.89070774470304,062-710-7119,2024-10-07,,2025-12-15,광주광역시_남구,ok
새봄동물병원,361000001020250001,3610000,영업/정상,정상,광주광역시,남구,남구,광주광역시 남구 임암동 893,"광주광역시 남구 서문대로 339, 그랜드타워 2층 (임암동)",61754.0,35.13146,126.90126,062-710-7599,2025-04-24,,2025-12-15,광주광역시_남구,centroid_fallback
무등동물병원,362000001019710001,3620000,영업/정상,정상,광주광역시,북구,북구,광주광역시 북구 임동 92-8,광주광역시 북구 서림로 116 (임동),,35.16149017808055,126.89793521912551,,1971-04-15,,2025-12-15,광주광역시_북구,ok
이안동물의학센터(청담점),322000001020130008,3220000,영업/정상,정상,서울특별시,강남구,강남구,서울특별시 강남구 청담동 86 5층,"서울특별시 강남구 선릉로 806, 5층 (청담동)",6014.0,37.50739,127.04131,,2013-08-18,,2025-12-15,서울특별시_강남구,centroid_fallback
수정동물병원,322000001020140010,3220000,영업/정상,정상,서울특별시,강남구,강남구,서울특별시 강남구 일원동 719 푸른마을아파트 상가동 102호,"서울특별시 강남구 일원로14길 25, 상가동 102호 (일원동, 푸른마을아파트)",6356.0,37.50739,127.04131,60536052,2014-08-29,,2025-12-15,서울특별시_강남구,centroid_fallback
이비치 동물치과병원,322000001020140011,3220000,영업/정상,정상,서울특별시,강남구,강남구,서울특별시 강남구 청담동 1-18 2층,"서울특별시 강남구 선릉로 756, 2층 (청담동, 대성빌딩)",6062.0,37.52226487738455,127.03966798962816,02-511-2842,2014-12-26,,2025-12-15,서울특별시_강남구,ok
마더스동물병원,322000001020150002,3220000,영업/정상,정상,서울특별시,강남구,강남구,서울특별시 강남구 세곡동 581 강남리더스프라자 202-1호,"서울특별시 강남구 헌릉로 569, 202-1호 (세곡동, 강남리더스프라자)",6376.0,37.50739,127.04131,,2015-01-05,,2025-12-15,서울특별시_강남구,centroid_fallback
도곡종합동물병원,322000001020150003,3220000,영업/정상,정상,서울특별시,강남구,강남구,서울특별시 강남구 역삼동 761-18,"서울특별시 강남구 언주로 314, 105호 (역삼동)",6219.0,37.49595516164303,127.04665713725552,,2015-01-14,,2025-12-15,서울특별시_강남구,ok
치료멍멍동물병원,322000001020150004,3220000,영업/정상,정상,서울특별시,강남구,강남구,서울특별시 강남구 신사동 637-14,"서울특별시 강남구 언주로172길 11, 1층 (신사동)",6017.0,37.52794862150094,127.03477952859872,,2015-01-16,,2025-12-15,서울특별시_강남구,ok
가로수동물병원,322000001020150005,3220000,영업/정상,정상,서울특별시,강남구,강남구,서울특별시 강남구 신사동 549-1 1층,"서울특별시 강남구 압구정로 134, 1층 (신사동)",6029.0,37.5243614705471,127.0234520765856,,2015-01-16,,2025-12-15,서울특별시_강남구,ok
드림동물병원,322000001020150006,3220000,영업/정상,정상,서울특별시,강남구,강남구,서울특별시 강남구 역삼동 732-27 신성빌딩 1층,"서울특별시 강남구 역삼로 233, 신성빌딩 1층 (역삼동)",6225.0,37.49748593082504,127.0419750780266,02-508-7583,2015-01-22,,2025-12-15,서울특별시_강남구,ok
힐스타동물병원,322000001020150008,3220000,영업/정상,정상,서울특별시,강남구,강남구,서울특별시 강남구 자곡동 662 강남 지웰홈스 108- 109호,"서울특별시 강남구 자곡로 204-5, 강남 지웰홈스 108-109호 (자곡동)",6373.0,37.50739,127.04131,02-445-5022,2015-02-17,,2025-12-15,서울특별시_강남구,centroid_fallback
강남다온동물병원,322000001020150009,3220000,영업/정상,정상,서울특별시,강남구,강남구,"서울특별시 강남구 도곡동 545-6 1층,2층","서울특별시 강남구 도곡로 174, 1,2층 (도곡동)",6261.0,37.4913339351556,127.0384770293052,02-576-1239,2015-02-25,,2025-12-15,서울특별시_강남구,ok
압구정웰동물병원,322000001020150010,3220000,영업/정상,정상,서울특별시,강남구,강남구,서울특별시 강남구 신사동 528-3 덕산빌딩 203호,"서울특별시 강남구 압구정로 108 (신사동, 덕산빌딩 203호 )",6028.0,37.52291957855973,127.02057873952154,34430275,2015-05-29,,2025-12-15,서울특별시_강남구,ok
선릉동물병원,322000001020150011,3220000,영업/정상,정상,서울특별시,강남구,강남구,서울특별시 강남구 역삼동 694-11 연안이씨빌딩 1층,"서울특별시 강남구 선릉로 533, 연안이씨빌딩 1층 (역삼동)",6149.0,37.50687001659225,127.04675735142844,,2015-06-23,,2025-12-15,서울특별시_강남구,ok
굿모닝동물병원,322000001020150014,3220000,영업/정상,정상,서울특별시,강남구,강남구,서울특별시 강남구 청담동 44-15,"서울특별시 강남구 학동로 413 (청담동, 청담빌딩)",6069.0,37.5182099722668,127.04518231505244,02-548-5466,2015-11-03,,2025-12-15,서울특별시_강남구,ok
개포별빛동물병원,322000001020160001,3220000,영업/정상,정상,서울특별시,강남구,강남구,서울특별시 강남구 개포동 1229-11 동성빌딩1층,"서울특별시 강남구 논현로 70, 1층 (개포동, 동성빌딩)",6307.0,37.476443446179104,127.04631862268376,,2016-01-07,,2025-12-15,서울특별시_강남구,ok
청담눈초롱안과동물병원,322000001020160005,3220000,영업/정상,정상,서울특별시,강남구,강남구,서울특별시 강남구 청담동 125-12 4층,"서울특별시 강남구 도산대로 539, 4층 (청담동, 금원빌딩)",6013.0,37.52515589373506,127.052625045263,,2016-06-03,,2025-12-21,서울특별시_강남구,ok
수서동물병원,322000001020160009,3220000,영업/정상,정상,서울특별시,강남구,강남구,서울특별시 강남구 수서동 595 제이스프라자 109호,"서울특별시 강남구 광평로 196, 1층 109호 (수서동, 제이스프라자)",6362.0,37.50739,127.04131,02-459-5955,2016-09-02,,2025-12-15,서울특별시_강남구,centroid_fallback
압구정동물의료센터,322000001020160010,3220000,영업/정상,정상,서울특별시,강남구,강남구,서울특별시 강남구 신사동 617 성수빌딩,"서울특별시 강남구 압구정로 226, 성수빌딩 103호 (신사동)",6023.0,37.50739,127.04131,02-547-7588,2016-09-13,,2025-12-15,서울특별시_강남구,centroid_fallback
그레이동물병원 강남점,322000001020160014,3220000,영업/정상,정상,서울특별시,강남구,강남구,"서울특별시 강남구 도곡동 467-7 아카데미스위트 에이동 104, 202호","서울특별시 강남구 언주로30길 21, 104, 202호 (도곡동, 아카데미스위트)",6292.0,37.48867259728632,127.05210218727476,02-529-7587,2016-12-16,,2025-12-15,서울특별시_강남구,ok
시그니처 동물의료센터,322000001020170001,3220000,영업/정상,정상,서울특별시,강남구,강남구,서울특별시 강남구 신사동 587-13 1층 지하1층,"서울특별시 강남구 도산대로 213 (신사동, 1층, 지하1층)",6026.0,37.52072605212939,127.02997995219972,02-549-0275,2017-01-06,,2026-01-17,서울특별시_강남구,ok
대치수동물병원,322000001020170002,3220000,영업/정상,정상,서울특별시,강남구,강남구,"서울특별시 강남구 대치동 316 1통2반 은마상가 1층 B120, B121 101동 801호","서울특별시 강남구 삼성로 212 (대치동, 은마상가 1층 B120, B121)",6284.0,37.50739,127.04131,02-539-3339,2017-01-09,,2025-12-15,서울특별시_강남구,centroid_fallback
원동물병원,322000001020170004,3220000,영업/정상,정상,서울특별시,강남구,강남구,서울특별시 강남구 대치동 903-12 한상빌딩,"서울특별시 강남구 역삼로 459, 한상빌딩 1층 (대치동)",6195.0,37.5028731124212,127.05732305265632,02-555-6835,2017-04-05,,2025-12-15,서울특별시_강남구,ok
해든동물병원,332000001020160001,3320000,영업/정상,정상,부산광역시,북구,북구,부산광역시 북구 구포동 935-2,부산광역시 북구 백양대로 1053 (구포동),46649.0,35.199481500649654,128.99657698407464,051-343-3834,2016-06-10,,2025-12-15,부산광역시_북구,ok
유동물의료센터,332000001020170002,3320000,영업/정상,정상,부산광역시,북구,북구,부산광역시 북구 덕천동 381-7,부산광역시 북구 만덕대로 41 (덕천동),46548.0,35.21140444552731,129.00945305275215,,2017-06-14,,2025-12-15,부산광역시_북구,ok
더힐동물병원,332000001020180001,3320000,영업/정상,정상,부산광역시,북구,북구,부산광역시 북구 덕천동 373-1 삼정그린코아아파트 3동 105호,"부산광역시 북구 만덕대로 147, 삼정그린코아아파트 3동 105호 (덕천동)",46554.0,35.21382180892719,129.02080617462804,051-341-3344,2018-01-31,,2025-12-15,부산광역시_북구,ok
원 동물병원,332000001020180003,3320000,영업/정상,정상,부산광역시,북구,북구,부산광역시 북구 화명동 2277-4 삼한골든뷰,"부산광역시 북구 금곡대로 287, 삼한골든뷰 2층 202,203호 (화명동)",46526.0,35.23418630496886,129.01331476644577,051-333-7584,2018-09-20,,2025-12-15,부산광역시_북구,ok
토브동물병원,332000001020190001,3320000,영업/정상,정상,부산광역시,북구,북구,부산광역시 북구 화명동 2275-2 대성빌딩,"부산광역시 북구 화명대로 20, 대성빌딩 101호 (화명동)",46527.0,35.23471456824035,129.0101211054457,051-361-9975,2019-05-15,,2025-12-15,부산광역시_북구,ok
베이직 동물병원,332000001020200001,3320000,영업/정상,정상,부산광역시,북구,북구,부산광역시 북구 만덕동 918-13,"부산광역시 북구 만덕3로 55-1, 2층 (만덕동)",46563.0,35.21117591102458,129.02973866935298,051-342-5999,2020-04-08,,2025-12-15,부산광역시_북구,ok
부산 24시 동행동물의료센터,332000001020210001,3320000,영업/정상,정상,부산광역시,북구,북구,부산광역시 북구 덕천동 561-2 채움센트럴,"부산광역시 북구 금곡대로 126, 채움센트럴 3층 (덕천동)",46545.0,35.22010777776313,129.00813476853813,051-908-7575,2021-06-08,,2025-12-15,부산광역시_북구,ok
