CareRegNo,CareNm,OrgNm,DivisionNm,SaveTrgtAnimal,CareTel,DataStdDt,DsignationDate,CareAddr,JibunAddr,lat,lon,WeekOprStime,WeekOprEtime,WeekCellStime,WeekCellEtime,WeekendOprStime,WeekendOprEtime,WeekendCellStime,WeekendCellEtime,CloseDay,VetPersonCnt,SpecsPersonCnt,MedicalCnt,BreedCnt,QuarantineCnt,FeedCnt,TransCarCnt,Sido,Sigungu,region_key,coord_status
347511202000001,상주시 동물보호센터,경상북도 상주시,동물병원,개+고양이,,2026-02-06,2025-01-01,경상북도 상주시 사벌국면 상풍로 124  ,경상북도 상주시 사벌국면 원흥리 533-1 ,36.343754,128.13075,10:00,17:00,,,,,,,0,0,3,,,,,,경상북도,상주시,경상북도_상주시,ok
342424202500001,서루동물병원,강원특별자치도 삼척시,동물병원,개+고양이,033-802-7582,2025-09-02,2025-08-26,"강원특별자치도 삼척시 동해대로 4360 (갈천동, 일성 트루엘 시그니처) 상가 108호",강원특별자치도 삼척시 갈천동 227 일성 트루엘 시그니처 상가 108호,37.46123,129.16023,09:00,18:00,,,,,,,토요일+일요일,1,1,,,,,,강원특별자치도,삼척시,강원특별자치도_삼척시,ok
344453202100003,서산시 동물보호센터,충청남도 서산시,법인,개+고양이,041-660-2040,2025-09-26,2021-04-01,충청남도 서산시 인지면 무학재1길 99  ,충청남도 서산시 인지면 산동리 565-22 서산시 농업기술센터 ,36.720757,126.41265,09:00,18:00,,,,,,,토요일+일요일,1,4,,,,,,충청남도,서산시,충청남도_서산시,ok
311321201800002,서초동물사랑센터,서울특별시 서초구,법인,개,02-6956-7980,2024-12-27,2018-12-04,"서울특별시 서초구 양재천로19길 22 (양재동, 숨빌딩) 서초동물사랑센터", 서초동물사랑센터,37.47637,127.038155,10:00,17:00,,,,,,,월요일,0,3,,,,,,서울특별시,서초구,서울특별시_서초구,ok
311303202500001,성동구청,서울특별시 성동구,법인,반려동물,02-2286-6853,,2025-01-01,서울특별시 성동구 고산자로 270 (행당동) 10층 여성가족과,서울특별시 성동구 행당동 7 성동구청 10층 여성가족과,37.563427,127.03691,09:00,18:00,,,,,,,토요일+일요일,0,0,,,,,,서울특별시,성동구,서울특별시_성동구,ok
347521201900002,성주군동물보호센터,경상북도 성주군,법인,개+고양이,,2026-01-02,2020-01-01,경상북도 성주군 선남면 선노로 522 (선남면) , ,35.920765,128.39424,09:00,18:00,09:00,18:00,,,,,토요일+일요일,1,2,1.0,10.0,2.0,2.0,1.0,경상북도,성주군,경상북도_성주군,ok
328353202600001,세우리동물병원,인천광역시 남동구,동물병원,개+고양이+기타,032-463-9066,2026-01-05,2026-01-01,인천광역시 남동구 백범로 260 (간석동) ,인천광역시 남동구 간석동 921-15 ,37.46111,126.720566,10:00,18:00,10:00,18:00,10:00,14:00,,,일요일,1,2,1.0,5.0,2.0,1.0,,인천광역시,남동구,인천광역시_남동구,ok
327346202300002,세인트동물병원,대구광역시 수성구,동물병원,개+고양이,053-744-8285,2025-01-03,2023-03-01,대구광역시 수성구 청호로 484 (만촌동) ,대구광역시 수성구 만촌동 1025-35 ,35.857838,128.64505,10:00,18:30,,,,,,,일요일,1,1,,,,,,대구광역시,수성구,대구광역시_수성구,ok
369569202000001,세종유기동물보호센터,세종특별자치시,개인,개+기타,,2024-11-29,2023-08-18,세종특별자치시  전동면 미륵당1길 188 (전동면) ,세종특별자치시  전동면 미곡리 421-1 ,36.673023,127.221306,09:00,18:00,09:00,17:00,,,,,토요일+일요일,1,1,1.0,3.0,1.0,1.0,1.0,세종특별자치시,,세종특별자치시_,ok
369569201900001,세종종합동물병원,세종특별자치시,동물병원,고양이,044-868-8275,2024-12-24,2023-08-18,세종특별자치시 조치원읍 죽림로 60  세종종합동물병원,세종특별자치시 조치원읍 죽림리 228-12 세종종합동물병원,36.599155,127.2983,09:18,18:00,,,,,,,토요일+일요일,1,1,,,,,,세종특별자치시,,세종특별자치시_,ok
342423201200001,속초시유기동물보호소,강원특별자치도 속초시,법인,개+고양이+기타,033-636-2519,2024-09-13,2012-07-06,강원도 속초시 하도문길 103 (대포동) ,강원도 속초시 대포동 159-14 ,38.16919,128.59888,09:00,18:00,,,,,,,토요일+일요일,0,0,0.0,5.0,1.0,1.0,1.0,,속초시,_속초시,ok
341374202000001,수원시 동물보호센터,경기도 수원시,법인,개+고양이+기타,031-5191-3557,2026-02-03,2020-01-01,"경기도 수원시 영통구 광교호수로 234 (하동, 수원시 동물보호센터) 하동 40-10",경기도 수원시 영통구 하동 40-10 하동 40-10,37.285023,127.07871,09:00,18:00,09:00,18:00,,,,,토요일+일요일,1,6,,,,,1.0,경기도,수원시,경기도_수원시,ok
345477202000001,순창유기동물보호소,전북특별자치도 순창군,법인,개,063-650-5643,2025-09-26,2023-01-01,전라북도 순창군 구림면 삭골길 56-1  ,전라북도 순창군 구림면 월정리 889-2 ,35.437366,127.041855,10:00,17:00,,,,,,,일요일,1,1,,,,,,전라북도,순창군,전라북도_순창군,ok
346482201600003,순천시유기동물보호소,전라남도 순천시,법인,개+고양이,061-749-3094,2026-01-28,2016-05-02,"전라남도 순천시 승주읍 승주로 628 (승주읍, 농업기술센터) 순천시유기동물보호소",전라남도 순천시 승주읍 서평리 555 순천시유기동물보호소,35.01581,127.37942,09:00,18:00,09:00,18:00,09:00,18:00,,,토요일+일요일,0,3,,,,,1.0,전라남도,순천시,전라남도_순천시,ok
331370201200001,스마일동물병원,울산광역시 남구,동물병원,개+고양이,052-277-0075,2026-01-12,2020-01-09,울산광역시 남구 대학로 112 (무거동) , ,35.544704,129.26088,10:00,17:00,,,,,,,토요일+일요일,2,2,,,,,,울산광역시,남구,울산광역시_남구,ok
328353202600004,시민동물병원,인천광역시 남동구,동물병원,개+고양이+기타,032-426-4545,,2026-01-01,인천광역시 부평구 경인로 855 (부평동) ,인천광역시 부평구 부평동 756-151 DS 까사 ,37.484318,126.715485,10:00,18:00,10:00,18:00,10:00,14:00,,,일요일,1,3,1.0,8.0,2.0,1.0,1.0,인천광역시,부평구,인천광역시_부평구,ok
341401202200001,시흥동물누리보호센터,경기도 시흥시,법인,개+고양이+햄스터+기니피그+페럿,031-310-6945,2025-02-14,2022-03-16,경기도 시흥시 뒷방울길 218 (정왕동) ,경기도 시흥시 정왕동 산15-7 ,37.37397,126.742546,09:00,18:00,,,,,,,일요일,1,4,,,,,1.0,경기도,시흥시,경기도_시흥시,ok
328349201500001,신공항동물병원,인천광역시 중구,동물병원,개+고양이+기타,032-751-4598,2024-12-31,2021-12-30,인천광역시 중구 운남동로3번길 9 (운남동) ,인천광역시 중구 운남동 1570-2 ,37.488678,126.533356,09:00,18:00,10:00,17:00,09:00,18:00,,,일요일,2,1,1.0,50.0,1.0,2.0,1.0,인천광역시,중구,인천광역시_중구,ok
327346201500011,신세계동물병원,대구광역시 수성구,동물병원,개+고양이+기타,053-751-6693,2025-01-03,2017-01-01,대구광역시 수성구 수성동1가 명덕로 393 (수성동1가) , ,35.854717,128.6132,09:00,19:00,,,,,,,일요일,2,2,,,,,,대구광역시,수성구,대구광역시_수성구,ok
329359201700004,신세계동물병원,광주광역시 동구,동물병원,개+고양이,062-226-7585,2025-04-07,2022-01-01,광주광역시 동구 중앙로 150 (호남동) , ,35.45646,126.88529,10:00,19:00,,,,,,,일요일,1,1,,,,,,광주광역시,동구,광주광역시_동구,ok
346501201700001,신안군유기동물보호소,전라남도 신안군,개인,개+고양이+기타,,2025-08-23,2017-08-23,전라남도 무안군 삼향읍 석매길 36  ,전라남도 무안군 삼향읍 왕산리 197 ,34.853508,126.43002,09:00,18:00,09:00,,,18:00,,,0,0,1,0.0,3.0,1.0,1.0,1.0,전라남도,무안군,전라남도_무안군,ok
328355200900001,신영재동물병원,인천광역시 계양구,동물병원,개+고양이+기타,032-552-0075,2025-12-31,2019-01-01,인천광역시 계양구 장제로 923 (병방동) , ,37.548847,126.74137,09:00,18:00,09:00,18:00,09:00,18:00,,,공휴일,1,2,1.0,,,,1.0,인천광역시,계양구,인천광역시_계양구,ok
344452202300001,아산동물복지지원센터,충청남도 아산시,법인,개,041-530-6200,2025-01-20,2023-01-01,충청남도 아산시 환경공원로 158 (배미동) ,충청남도 아산시 배미동 9-29 ,36.800564,126.97759,09:00,18:00,13:00,15:00,,,,,토요일+일요일,1,6,,,,,,충청남도,아산시,충청남도_아산시,ok
311303202500005,아지동물병원,서울특별시 성동구,동물병원,고양이,02-6085-7750,,2025-03-05,서울특별시 성동구 독서당로 289 (금호동4가) ,서울특별시 성동구 금호동4가 1108 ,37.548077,127.021034,09:30,19:30,,,,,,,1,1,1,,,,,,서울특별시,성동구,서울특별시_성동구,ok
341408200900001,안성시동물보호센터,경기도 안성시,동물병원,개+고양이+기타,031-673-5491,2026-03-04,2021-01-01,경기도 안성시 보개원삼로 157 (가사동) 미래동물병원,경기도 안성시 가사동 15-55 미래동물병원,37.00667,127.274864,09:30,18:00,:,:,10:00,15:00,:,:,일요일+공휴일,1,4,1.0,3.0,1.0,1.0,2.0,경기도,안성시,경기도_안성시,ok
342432201000001,양구군유기동물보호소,강원특별자치도 양구군,법인,개,033-480-7785,2022-01-18,2014-01-01,강원도 양구군 국토정중앙면 삼팔선로 680  유기동물보호소,강원도 양구군 국토정중앙면 원리 90 유기동물보호소,38.050987,128.0468,09:00,18:00,09:00,18:00,:,:,:,:,토요일+일요일,0,2,0.0,2.0,1.0,1.0,1.0,,양구군,_양구군,ok
348538200900001,양산시 동물보호센터,경상남도 양산시,법인,개+고양이+기타,055-392-5669,2024-11-26,2008-02-01,경상남도 양산시 동면 양산대로 618  양산시 농업기술센터,경상남도 양산시 동면 석산리 392 양산시농업기술센터 양산시 농업기술센터,35.324547,129.03442,09:00,21:00,13:00,17:00,09:00,18:00,,,0,0,5,,,,,2.0,경상남도,양산시,경상남도_양산시,ok
342435201000001,양양군유기동물보호소,강원특별자치도 양양군,법인,개+고양이,033-670-2459,2025-01-17,2019-12-01,강원도 양양군 손양면 동막골길 115-35  .,강원도 양양군 손양면 삽존리 13 .,38.02046,128.64331,08:30,18:00,09:00,18:00,08:30,18:00,,,연중무휴,0,2,1.0,9.0,1.0,1.0,1.0,,양양군,_양양군,ok
341417201800001,양평군유기동물보호소,경기도 양평군,법인,개+고양이,031-770-2337,2024-11-27,2019-01-01,경기도 양평군 양평읍 농업기술센터길 59-1  ,경기도 양평군 양평읍 공흥리 1-1 ,37.510906,127.51331,09:00,18:00,13:00,16:00,09:00,18:00,13:00,16:00,0,1,6,1.0,25.0,1.0,1.0,2.0,경기도,양평군,경기도_양평군,ok
330366202600001,엄마손동물병원,대전광역시 서구,동물병원,개+고양이,042-585-0076,2026-01-12,2026-01-01,"대전광역시 서구 계백로 1426 (도마동, 도마동써머스빌주상복합) 1층",대전광역시 서구 도마동 173-1 도마동써머스빌주상복합 1층,36.312576,127.379745,10:00,18:00,,,,,,,토요일+일요일,1,0,,,,,,대전광역시,서구,대전광역시_서구,ok
311302201000006,열린동물병원,서울특별시 용산구,동물병원,개+고양이,02-3273-0075,2024-11-29,2021-01-01,서울특별시 용산구 원효로2가 84-10, 84-10,37.53505,126.96281,10:00,19:00,,,,,,,일요일,1,1,,,,,,서울특별시,용산구,서울특별시_용산구,ok
346497201300001,영광동물보호센터,전라남도 영광군,개인,개+고양이,,2023-11-22,2021-01-01,전라남도 영광군 불갑면 함영로 2755-48  ,전라남도 영광군 불갑면 건무리 431-4 ,35.20515,126.49414,09:00,18:00,,,,,,,토요일+일요일,1,1,,,,,,전라남도,영광군,전라남도_영광군,ok
347518202500001,영덕반려동물입양센터,경상북도 영덕군,동물병원,개+고양이,054-733-7583,2025-03-04,2025-03-04,경상북도 영덕군 영덕읍 중앙길 88-1  1층,경상북도 영덕군 영덕읍 남석리 5-10 1층,36.41075,129.37045,09:00,18:00,,,,,,,공휴일,1,3,,,,,,경상북도,영덕군,경상북도_영덕군,ok
347518201000001,영덕유기동물보호센터,경상북도 영덕군,법인,개+고양이,054-730-6286,2025-09-26,2017-08-01,경상북도 영덕군 영덕읍 구미2길 14-1 (영덕읍) 영덕군유기동물보호센터,경상북도 영덕군 영덕읍 구미리 22 영덕군유기동물보호센터,36.435738,129.35762,09:00,18:00,09:00,18:00,09:00,18:00,,,0,1,1,1.0,1.0,1.0,1.0,1.0,경상북도,영덕군,경상북도_영덕군,ok
347517201400001,영양군유기동물보호소,경상북도 영양군,법인,개,070-7792-6660,2024-05-03,2016-03-01,경상북도 영양군 영양읍 달구터길 85  ,경상북도 영양군 영양읍 동부리 339-21 ,36.68783,129.11324,09:00,18:00,09:00,18:00,09:00,13:00,09:00,13:00,토요일+일요일,0,2,,,,,0.0,경상북도,영양군,경상북도_영양군,ok
342427201400001,영월군 동물보호센터,강원특별자치도 영월군,법인,개+고양이,033-374-4983,2024-12-27,2024-01-01,강원특별자치도 영월군 남면 갈골길 12  영월군 동물보호센터,강원특별자치도 영월군 남면 북쌍리 193 영월군 동물보호센터,37.209248,128.41283,09:00,18:00,,,,,,,토요일+일요일+공휴일,1,4,,,,,1.0,강원특별자치도,영월군,강원특별자치도_영월군,ok
347509200900001,영주시 동물보호센터,경상북도 영주시,법인,개,054-631-3997,2025-10-02,2015-05-23,경상북도 영주시 장수면 반구로 143 [*미고시] 영주시동물보호센터,경상북도 영주시 장수면 반구리 407-8 영주시동물보호센터,36.772324,128.59396,09:00,18:00,09:00,18:00,09:00,17:00,09:00,17:00,일요일+공휴일,0,3,,,,,,경상북도,영주시,경상북도_영주시,ok
347510201600001,영천유기동물보호센터,경상북도 영천시,법인,개+고양이+기타,054-339-7177,2024-12-26,2018-11-01,"경상북도 영천시 천문로 622-13 (오미동, 영천시농업기술센터) ",경상북도 영천시 오미동 1147-1 ,35.990917,128.92596,09:00,18:00,09:00,12:00,,,,,토요일+일요일,1,4,,1.0,1.0,1.0,1.0,경상북도,영천시,경상북도_영천시,ok
344461202400001,예산임시동물보호센터,충청남도 예산군,법인,개,041-339-7838,2026-01-16,2024-11-01,충청남도 예산군 예산읍 군청로 22  ,충청남도 예산군 예산읍 예산리 777 예산군청 ,36.680843,126.84465,09:00,18:00,,,,,,,토요일+일요일,0,1,,,,,,충청남도,예산군,충청남도_예산군,ok
347523201200001,예천군유기동물보호소,경상북도 예천군,법인,개+기타,054-650-6578,2024-01-23,2016-05-30,"경상북도 예천군 예천읍 충효로 632-84 (예천읍, 유기동물보호소) ", ,36.67485,128.47624,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,0,1,1,1.0,36.0,1.0,1.0,1.0,경상북도,예천군,경상북도_예천군,ok
311303202500003,오렌지동물병원,서울특별시 성동구,동물병원,개,02-2297-7585,2025-03-31,2025-03-05,서울특별시 성동구 행당로8길 41-2 (행당동) ,서울특별시 성동구 행당동 322-100 ,37.5562,127.03397,09:00,21:00,,,,,,,0,1,2,,,,,,서울특별시,성동구,서울특별시_성동구,ok
341400200900001,오산 유기동물보호소,경기도 오산시,동물병원,개+고양이+기타,031-372-9325,2024-12-31,2021-01-01,경기도 오산시 성호대로 36 (오산동) ,경기도 오산시 오산동 609-55 ,37.149086,127.0652,10:00,19:00,10:00,17:00,,,,,토요일+일요일,1,1,,,,,1.0,경기도,오산시,경기도_오산시,ok
343443201500001,옥천동물병원,충청북도 옥천군,동물병원,개+고양이,,2025-01-06,2017-01-01,"충청북도 옥천군 옥천읍 삼금로 53 (옥천읍, 동물병원) 옥천동물병원", 옥천동물병원,36.30305,127.56878,09:00,18:00,09:00,18:00,,,,,토요일+일요일,2,0,1.0,1.0,1.0,1.0,1.0,충청북도,옥천군,충청북도_옥천군,ok
331373201200001,와우동물병원,울산광역시 울주군,동물병원,개+고양이+기타,052-225-0075,2026-01-02,2012-01-01,울산광역시 울주군 언양읍 읍성로 135 (언양읍) ,울산광역시 울주군 언양읍 동부리 370-15 ,35.570267,129.1231,09:00,18:00,09:00,18:00,09:00,12:00,09:00,12:00,공휴일,1,0,1.0,1.0,1.0,1.0,,울산광역시,울주군,울산광역시_울주군,ok
345472202300001,완주군유기동물보호소,전북특별자치도 완주군,법인,개,063-290-3248,2025-12-31,2023-01-01,전북특별자치도 완주군 화산면 누하길 127  ,전북특별자치도 완주군 화산면 운산리 478 ,35.9419,127.19032,09:00,18:00,,,,,,,토요일+일요일,0,2,,,,,,전북특별자치도,완주군,전북특별자치도_완주군,ok
341405201800001,용인시 동물보호센터,경기도 용인시,법인,개+고양이,031-6193-3463,2025-01-02,2017-01-01,경기도 용인시 처인구 중부대로 1074-1 (삼가동) 용인시 동물보호센터,경기도 용인시 처인구 삼가동 164 용인시 동물보호센터 용인시 동물보호센터,37.243313,127.15934,09:00,18:00,,,,,,,토요일+일요일+공휴일,1,7,1.0,,1.0,1.0,1.0,경기도,용인시,경기도_용인시,ok
347526201600001,울릉군농업기술센터,경상북도 울릉군,법인,개+고양이+기타,054-790-6284,2023-09-26,2017-10-17,"경상북도 울릉군 울릉읍 신리길 68 (울릉읍, 울릉도축장) ",경상북도 울릉군 울릉읍 사동리 714-2 ,37.467354,130.87772,09:00,18:00,,,,,,,토요일+일요일,1,1,,,,,,경상북도,울릉군,경상북도_울릉군,ok
331371201200001,울산유기동물보호센터,울산광역시 동구,단체,개+고양이,052-238-6113,2026-01-12,2025-01-01,울산광역시 울주군 온양읍 화산발리로 543 (온양읍) , ,35.390892,129.286,00:00,24:00,,,,,,,일요일,0,3,,,,,,울산광역시,울주군,울산광역시_울주군,ok
331369201400003,울산유기동물보호센터,울산광역시 중구,법인,개+고양이,052-238-6113,2026-01-13,2020-01-10,울산광역시 울주군 온양읍 화산발리로 543 (온양읍) , ,35.391132,129.28583,09:00,18:00,09:00,18:00,09:00,12:00,09:00,12:00,토요일+일요일,1,8,1.0,3.0,1.0,1.0,1.0,울산광역시,울주군,울산광역시_울주군,ok
331370201200003,울산유기동물보호센터,울산광역시 남구,단체,개+고양이,052-238-6113,2026-01-12,2020-01-09,울산광역시 울주군 온양읍 화산발리로 543 (온양읍) , ,35.390892,129.286,10:00,17:00,,,,,,,토요일+일요일,1,3,,,,,,울산광역시,울주군,울산광역시_울주군,ok
331372201200001,울산유기동물보호센터,울산광역시 북구,단체,개+고양이,052-238-6113,2025-01-02,2020-01-01,울산광역시 울주군 온양읍 화산발리로 543  ,울산광역시 울주군 온양읍 발리 1144 ,35.41029,129.28851,00:00,24:00,,,,,,,공휴일,0,3,,,,,,울산광역시,울주군,울산광역시_울주군,ok
331373201200002,울산유기동물보호센터,울산광역시 울주군,단체,개+고양이+기타,052-238-6113,2026-01-02,2012-01-01,울산광역시 울주군 온양읍 발리 1144, 1144,35.41029,129.28851,09:00,18:00,09:00,18:00,09:00,12:00,09:00,12:00,공휴일,1,8,1.0,3.0,1.0,1.0,1.0,울산광역시,울주군,울산광역시_울주군,ok
331371202500002,울산유기동물입양센터,울산광역시 동구,법인,개+고양이,,2025-09-01,2025-09-01,울산광역시 중구 젊음의거리 31 (성남동) 2~3층,울산광역시 중구 성남동 219-112 2~3층,35.553734,129.31839,17:00,20:00,,,13:00,20:00,,,월요일,1,3,,,,,,울산광역시,중구,울산광역시_중구,ok
347525202100001,울진군동물보호센터,경상북도 울진군,법인,개,054-789-6795,2024-09-13,2021-01-01,경상북도 울진군 울진읍 대흥신림로 916-37  ,경상북도 울진군 울진읍 고성리 864-7 울진군 동물보호센터 ,37.00343,129.3606,09:00,18:00,09:00,18:00,,,,,토요일+일요일,0,3,1.0,41.0,1.0,1.0,1.0,경상북도,울진군,경상북도_울진군,ok
342419200900001,원주시동물보호센터,강원특별자치도 원주시,법인,개+고양이+기타,033-731-1119,2026-01-04,2006-06-03,강원특별자치도 원주시 호저면 칠봉로 109-17  ,강원특별자치도 원주시 호저면 주산리 929-1 ,37.413876,127.91424,09:00,18:00,09:00,16:00,09:00,13:00,09:00,11:00,연중무휴,0,4,1.0,4.0,1.0,1.0,1.0,강원특별자치도,원주시,강원특별자치도_원주시,ok
344455202100001,월드동물병원,충청남도 금산군,동물병원,개+고양이,041-750-2584,2023-01-11,2021-02-01,충청남도 금산군 금산읍 비단로 102  103호,충청남도 금산군 금산읍 하옥리 332-16 성원기계 103호,36.09883,127.4917,09:00,18:00,,,,,,,토요일+일요일,1,1,,,,,,충청남도,금산군,충청남도_금산군,ok
311313201300003,웰케어 동물병원,서울특별시 마포구,동물병원,개+고양이+토끼+기니피그+페럿+햄스터,02-337-7575,2026-01-08,2020-01-01,"서울특별시 마포구 월드컵북로 27 (서교동, 이화빌딩) 서교동447-2", 서교동447-2,37.556877,126.91908,09:00,22:00,10:00,21:00,09:00,22:00,10:00,21:00,0,2,3,,,,,,서울특별시,마포구,서울특별시_마포구,ok
341407201900001,위더스 동물보호센터,경기도 이천시,동물병원,개+고양이+기타동물,031-882-4381,2025-02-01,2019-01-18,경기도 여주시 여양2로 42 (천송동) ,경기도 여주시 천송동 20-3 ,37.307938,127.67378,09:00,18:00,09:00,18:00,09:00,18:00,,,일요일,1,2,1.0,2.0,1.0,1.0,1.0,경기도,여주시,경기도_여주시,ok
346494201700001,유기동물 삼호 보호소,전라남도 영암군,개인,개+고양이,,2026-01-02,2017-03-22,전라남도 영암군 삼호읍 녹색로 1117-49 (삼호읍) 영암유기동물 삼호보호소,전라남도 영암군 삼호읍 산호리 277-21 영암유기동물 삼호보호소,34.74833,126.48584,09:00,18:00,,,,,,,토요일+일요일,0,1,,,,,1.0,전라남도,영암군,전라남도_영암군,ok
347507200900001,유기동물보호센터,경상북도 안동시,단체,개+고양이,,2026-01-07,2012-01-02,경상북도 안동시 서후면 풍산태사로 3252-29 (서후면) ,경상북도 안동시 서후면 태장리 201-1 ,36.63599,128.68384,09:00,18:00,10:00,17:00,10:00,17:00,12:00,15:00,일요일,0,3,1.0,10.0,2.0,1.0,1.0,경상북도,안동시,경상북도_안동시,ok
346499201300001,유기동물임시보호센터,전라남도 완도군,법인,개+고양이,061-550-5749,2024-12-31,2019-10-01,전라남도 완도군 신지면 신지로6번길 23-89 (신지면) , ,34.331898,126.781204,09:00,18:00,10:00,17:00,,,,,연중무휴,0,2,,,,,1.0,전라남도,완도군,전라남도_완도군,ok
343447202600001,음성군 동물보호센터,충청북도 음성군,법인,개+고양이,043-877-3081,2026-02-03,2026-02-03,충청북도 음성군 삼성면 대금로 715-5  ,충청북도 음성군 삼성면 천평리 산36 ,36.973564,127.515274,09:18,18:00,,,,,,,토요일+일요일,0,6,,,,,,충청북도,음성군,충청북도_음성군,ok
348539201900001,의령군 동물보호센터,경상남도 의령군,개인,개,055-570-4203,2024-09-13,2021-02-01,경상남도 의령군 의령읍 남강로 485-75  ,경상남도 의령군 의령읍 만천리 232 ,35.296494,128.28076,09:00,18:00,09:00,17:00,09:00,18:00,,,일요일,0,1,0.0,0.0,0.0,0.0,1.0,경상남도,의령군,경상남도_의령군,ok
347515201900001,의성동물보호센터,경상북도 의성군,개인,개,,2025-01-15,2019-01-02,경상북도 의성군 의성읍 의성사곡로 101  상리리 440-2,경상북도 의성군 의성읍 상리리 440-2 상리리 440-2,36.351913,128.72192,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,토요일+일요일,1,1,,,,,,경상북도,의성군,경상북도_의성군,ok
341403202000001,의왕시청,경기도 의왕시,법인,개+고양이+기타축종,031-345-2383,2025-12-19,2024-12-27,경기도 의왕시 백운로 23 (오전동) 도시농업과,경기도 의왕시 오전동 413-1 의왕시 문화복지회관 도시농업과,37.352077,126.98226,09:00,18:00,,,,,,,토요일+일요일,0,0,,,,,,경기도,의왕시,경기도_의왕시,ok
311302201000014,이상윤동물병원,서울특별시 용산구,동물병원,개+고양이,02-792-5455,2024-11-29,2021-01-01,서울특별시 용산구 이촌동 300-23, 300-23,37.516815,126.9762,10:00,19:00,,,,,,,일요일,1,1,,,,,,서울특별시,용산구,서울특별시_용산구,ok
327348202600001,이서동물병원,대구광역시 달성군,동물병원,개+고양이,053-719-0205,,2026-01-01,대구광역시 달서구 구마로 243 (성당동) 이서동물병원,대구광역시 달서구 성당동 263-4 이서동물병원,35.83765,128.55437,09:00,18:00,,,,,,,일요일,2,5,3.0,1.0,1.0,1.0,1.0,대구광역시,달서구,대구광역시_달서구,ok
345468201200001,익산유기동물보호소,전북특별자치도 익산시,법인,개+고양이+기타,063-855-1214,2025-12-31,2019-12-27,전북특별자치도 익산시 삼기면 황금로 342-17  ,전북특별자치도 익산시 삼기면 서두리 756-19 ,36.02582,126.966545,00:00,24:00,,,,,,,공휴일,2,6,,,,,2.0,전북특별자치도,익산시,전북특별자치도_익산시,ok
345470202100001,인월동물병원,전북특별자치도 남원시,동물병원,개+고양이,063-636-2873,2026-01-21,2021-07-31,전북특별자치도 남원시 인월면 인월로 64  ,전북특별자치도 남원시 인월면 인월리 236-6 지리산새마을금고 ,35.460613,127.60212,00:00,00:00,,,,,,,일요일,1,0,,,,,,전북특별자치도,남원시,전북특별자치도_남원시,ok
342433201300001,인제군동물보호센터,강원특별자치도 인제군,법인,개+고양이,033-460-2473,2026-01-02,2013-01-01,강원특별자치도 인제군 인제읍 덕산로 256-41  ,강원특별자치도 인제군 인제읍 덕산리 928-1 ,38.058823,128.16602,09:00,18:00,10:00,17:00,,,,,공휴일,0,2,,,,,,강원특별자치도,인제군,강원특별자치도_인제군,ok
328358201000001,인천수의사회유기동물,인천광역시 옹진군,단체,개+고양이,032-515-7567,2025-01-07,2006-01-01,인천광역시 계양구 다남로165번길 56 (다남동) 인천수의사회유기동물보호소,인천광역시 계양구 다남동 35-8 유기동물보호소 인천수의사회유기동물보호소,37.566288,126.71965,09:00,17:30,,,,,,,일요일,1,3,1.0,4.0,1.0,1.0,,인천광역시,계양구,인천광역시_계양구,ok
331371201000001,일산동물의료센터,울산광역시 동구,동물병원,개+고양이,052-252-5878,2026-01-12,2025-01-02,울산광역시 동구 방어진순환도로 645 (일산동) , ,35.499413,129.4281,09:00,19:00,,,,,,,토요일+일요일,1,2,,,,,,울산광역시,동구,울산광역시_동구,ok
345476202100001,임실유기동물보호센터,전북특별자치도 임실군,법인,개,063-642-5550,2026-02-23,2026-02-01,"전라북도 임실군 오수면 춘향로 1554-95  펫추모공원 입구, 유기동물보호센터","전라북도 임실군 오수면 금암리 864-1 오수펫추모공원 펫추모공원 입구, 유기동물보호센터",35.53888,127.34328,09:00,18:00,09:18,,,,,,토요일+일요일,1,3,,,,1.0,,전라북도,임실군,전라북도_임실군,ok
346498202000001,장성군동물보호센터,전라남도 장성군,법인,개,061-390-8423,2025-12-31,2024-09-01,전라남도 장성군 삼계면 능성로 382-31  0,전라남도 장성군 삼계면 상도리 657-3 0,35.25374,126.68537,09:00,18:00,09:00,18:00,09:00,18:00,09:00,18:00,토요일+일요일,0,3,1.0,30.0,1.0,1.0,1.0,전라남도,장성군,전라남도_장성군,ok
345475202200003,장수군 보호소,전북특별자치도 장수군,법인,개,063-350-2436,2026-01-05,2026-01-01,전라북도 장수군 천천면 승마1로 152  ,전라북도 장수군 천천면 월곡리 산87-3 장수승마장 ,35.697975,127.508156,09:00,18:00,,,,,,,일요일+토요일,0,2,,,,,,전라북도,장수군,전라북도_장수군,ok
346491201300001,장흥군 동물보호센터,전라남도 장흥군,법인,개+고양이,061-860-6713,2024-12-19,2018-01-01,"전라남도 장흥군 안양면 우드랜드길 288 (안양면, 남도국제교육원) 축산사업소", 축산사업소,34.66766,126.94461,09:00,18:00,09:00,18:00,,,,,토요일+일요일+공휴일,0,2,,,,,1.0,전라남도,장흥군,전라남도_장흥군,ok
