Name,Facility_ID,Category,TaskType,BusinessStatus,Sido,Sigungu,Dong,LotNumber,RoadAddress,PostalCode,lat,lon,PhoneNumber,LicenseDate,ClosingDate,LastUpdated,region_key,coord_status
댕댕학당,351050004820220013,3510500,,영업/정상 / 정상,인천광역시,미추홀구,미추홀구,인천광역시 미추홀구 용현동 ***-** 삼성빌딩,"인천광역시 미추홀구 인주대로 ***, 삼성빌딩 *층 (용현동)",22182.0,37.45588390738199,126.65491777094353,,2022-06-30,,2026-01-13,인천광역시_미추홀구,ok
"멍냥이 펫싸롱, 펫호텔",351050004820220014,3510500,,영업/정상 / 정상,인천광역시,미추홀구,미추홀구,인천광역시 미추홀구 주안동 **-**,"인천광역시 미추홀구 경인로 ***-*, *층 상가*호 (주안동)",22141.0,37.45832041992374,126.68659209292314,,2022-07-08,,2026-01-13,인천광역시_미추홀구,ok
똥개언니,351050004820220015,3510500,,영업/정상 / 정상,인천광역시,미추홀구,미추홀구,인천광역시 미추홀구 용현동 ***-*,"인천광역시 미추홀구 낙섬서로 **, *층 (용현동)",22186.0,37.45446318529206,126.63701429441537,,2022-07-17,,2026-01-13,인천광역시_미추홀구,ok
멍냥펫살롱,351050004820220016,3510500,,영업/정상 / 정상,인천광역시,미추홀구,미추홀구,인천광역시 미추홀구 도화동 **-*,"인천광역시 미추홀구 연송로 **, *층 (도화동)",22110.0,37.47790046735904,126.65526262460156,,2022-12-27,,2026-01-13,인천광역시_미추홀구,ok
오독안심분양센터 강아지분양 고양이분양 인천점,351050004820230001,3510500,,영업/정상 / 정상,인천광역시,미추홀구,미추홀구,인천광역시 미추홀구 주안동 ****-*,인천광역시 미추홀구 인주대로***번길 * (주안동),22228.0,37.45037643591866,126.68721351742826,,2023-03-31,,2026-01-29,인천광역시_미추홀구,ok
똥강아지 애견,351050004820230002,3510500,,영업/정상 / 정상,인천광역시,미추홀구,미추홀구,인천광역시 미추홀구 학익동 ***-*,"인천광역시 미추홀구 소성로 ***, *층 (학익동)",22226.0,37.43880463633884,126.67395974766832,032-872-0704,2023-06-03,,2026-01-13,인천광역시_미추홀구,ok
놀러왔댕,351050004820230004,3510500,,영업/정상 / 정상,인천광역시,미추홀구,미추홀구,인천광역시 미추홀구 주안동 ***-*,"인천광역시 미추홀구 주안로 **, *층 (주안동)",22132.0,37.464477765531456,126.67706667466248,,2023-08-08,,2026-01-13,인천광역시_미추홀구,ok
온리 펫살롱,351050004820230005,3510500,,영업/정상 / 정상,인천광역시,미추홀구,미추홀구,인천광역시 미추홀구 주안동 ***-**,"인천광역시 미추홀구 석바위로 ***, *층 (주안동)",22140.0,37.45999449673974,126.68528691817448,,2023-09-27,,2026-01-13,인천광역시_미추홀구,ok
아따멍멍 미용앤호텔,351050004820230007,3510500,,영업/정상 / 정상,인천광역시,미추홀구,미추홀구,인천광역시 미추홀구 용현동 * 미추홀프라자,"인천광역시 미추홀구 낙섬중로 ***, 미추홀프라자 ***호 (용현동)",22176.0,37.45593,126.66692,,2023-12-08,,2026-01-13,인천광역시_미추홀구,centroid_fallback
프렌즈도그 유치원·호텔 광주 서구점,360000004820220013,3600000,,영업/정상 / 정상,광주광역시,서구,서구,광주광역시 서구 쌍촌동 ***-**,"광주광역시 서구 마륵복개로 ***, 운천빌딩 *층 (쌍촌동)",61998.0,35.14670391345107,126.8537137184488,062-371-3201,2022-11-18,,2026-01-13,광주광역시_서구,ok
아띠멍멍,360000004820230001,3600000,,영업/정상 / 정상,광주광역시,서구,서구,광주광역시 서구 농성동 ***-*,광주광역시 서구 군분로***번길 *(농성동),61982.0,35.14960796500341,126.88321451710978,,2023-01-06,,2026-01-13,광주광역시_서구,ok
파파스 그라운드,360000004820230002,3600000,,영업/정상 / 정상,광주광역시,서구,서구,광주광역시 서구 농성동 ***-* 르네상스호텔,"광주광역시 서구 경열로**번길 *, 르네상스호텔 *층 (농성동)",61927.0,35.15160383106124,126.88877828143242,,2023-03-07,,2026-01-13,광주광역시_서구,ok
애니멀 패밀리,360000004820230003,3600000,,영업/정상 / 정상,광주광역시,서구,서구,광주광역시 서구 화정동 ***-**,"광주광역시 서구 화운로 ***, *층 (화정동)",61980.0,35.14946027455285,126.8791423932585,062-454-0840,2023-06-21,,2026-01-13,광주광역시_서구,ok
언제나 사랑할개,360000004820240001,3600000,,영업/정상 / 정상,광주광역시,서구,서구,광주광역시 서구 풍암동 ****-*,"광주광역시 서구 풍암순환로***번길 **, *층 (풍암동)",62068.0,35.12171215776819,126.88260516169674,,2024-01-16,,2026-01-13,광주광역시_서구,ok
댕플,360000004820240003,3600000,,영업/정상 / 정상,광주광역시,서구,서구,광주광역시 서구 금호동 ***,"광주광역시 서구 화개*로 **, *층 (금호동)",62012.0,35.14556,126.86648,,2024-07-02,,2026-01-13,광주광역시_서구,centroid_fallback
우쭈쭈플렉스 애견유치원 호텔 광주점,360000004820250001,3600000,,영업/정상 / 정상,광주광역시,서구,서구,광주광역시 서구 농성동 **-**,광주광역시 서구 월산로 *** (농성동),61936.0,35.15556213889652,126.89160984853952,062-710-9690,2025-02-06,,2026-01-13,광주광역시_서구,ok
OGU OGU,360000004820250002,3600000,,영업/정상 / 정상,광주광역시,서구,서구,광주광역시 서구 풍암동 ***-*,광주광역시 서구 풍금로**번길 ** (풍암동),62049.0,35.124993518445145,126.8680620942625,,2025-08-25,,2026-01-13,광주광역시_서구,ok
독스맘 애견샵,360000004820250003,3600000,,영업/정상 / 정상,광주광역시,서구,서구,광주광역시 서구 쌍촌동 ***,"광주광역시 서구 내방로***번길 *, *층 *호 (쌍촌동)",61967.0,35.14556,126.86648,062-412-3192,2025-10-24,,2026-01-13,광주광역시_서구,centroid_fallback
멍쥬르,360000004820250004,3600000,,영업/정상 / 정상,광주광역시,서구,서구,광주광역시 서구 금호동 ***,광주광역시 서구 화개*로 **-* (금호동),62012.0,35.14556,126.86648,,2025-11-14,,2026-01-13,광주광역시_서구,centroid_fallback
베리 굿 독,360000004820250005,3600000,,영업/정상 / 정상,광주광역시,서구,서구,광주광역시 서구 쌍촌동 ***-*,"광주광역시 서구 운천로***번길 **, *층 (쌍촌동)",61989.0,35.14652819386323,126.85857912088127,,2025-11-18,,2026-01-13,광주광역시_서구,ok
멍케아,360000004820260001,3600000,,영업/정상 / 정상,광주광역시,서구,서구,광주광역시 서구 쌍촌동 ***-**,"광주광역시 서구 금호운천길 **-*, *층 (쌍촌동)",62002.0,35.142246501228854,126.85616511585584,,2026-01-12,,2026-01-13,광주광역시_서구,ok
퍼피토피아,360000004820260002,3600000,,영업/정상 / 정상,광주광역시,서구,서구,광주광역시 서구 쌍촌동 ***-*,"광주광역시 서구 월드컵*강로 ***, *층 (쌍촌동)",61967.0,35.15715789588968,126.8689347536836,,2026-02-05,,2026-02-06,광주광역시_서구,ok
러블리아지,361000004820180015,3610000,,영업/정상 / 정상,광주광역시,남구,남구,광주광역시 남구 진월동 ***-* 진월*차 진아하이빌 상가동 ***호,"광주광역시 남구 화산로 **, 상가동 ***호 (진월동, 진월*차 진아하이빌)",61711.0,35.11435519334413,126.90484481761072,062-652-5545,2018-09-28,,2026-01-13,광주광역시_남구,ok
메종 드 캣,361000004820180023,3610000,,영업/정상 / 정상,광주광역시,남구,남구,광주광역시 남구 주월동 ***-** show,"광주광역시 남구 서문대로 ***, *층 (주월동)",61722.0,35.126506295185,126.89745695264295,,2018-10-17,,2026-01-13,광주광역시_남구,ok
짱구 애견 하우스,361000004820180031,3610000,,영업/정상 / 정상,광주광역시,남구,남구,광주광역시 남구 구동 **-* puppia,"광주광역시 남구 천변좌로 ***, puppia (구동)",61639.0,35.14618740084847,126.91170561927456,062-676-0025,2018-11-13,,2026-01-13,광주광역시_남구,ok
러블리 펫,361000004820190010,3610000,,영업/정상 / 정상,광주광역시,남구,남구,광주광역시 남구 백운동 *-*,광주광역시 남구 백운로 **-* (백운동),61646.0,35.14066630539061,126.90590050584252,062-654-5235,2019-02-20,,2026-01-13,광주광역시_남구,ok
개린이보호구역,361000004820200003,3610000,,영업/정상 / 정상,광주광역시,남구,남구,광주광역시 남구 봉선동 ***-** 귀일원,"광주광역시 남구 용대로 **, 귀일원 (봉선동)",61686.0,35.12376982208938,126.91758900274684,062-652-0576,2020-05-11,,2026-01-13,광주광역시_남구,ok
붕가붕가샵,361000004820200007,3610000,,영업/정상 / 정상,광주광역시,남구,남구,광주광역시 남구 임암동 ***,"광주광역시 남구 서문대로 ***, 그랜드타워*층 ***호 (임암동)",61754.0,35.13146,126.90126,,2020-06-04,,2026-01-13,광주광역시_남구,centroid_fallback
충장로미쓰멍,361000004820210002,3610000,,영업/정상 / 정상,광주광역시,남구,남구,광주광역시 남구 사동 *,광주광역시 남구 천변좌로 *** (사동),61639.0,35.13146,126.90126,,2021-02-19,,2026-01-13,광주광역시_남구,centroid_fallback
퍼피쿼터스,361000004820220008,3610000,,영업/정상 / 정상,광주광역시,남구,남구,광주광역시 남구 월산동 ***-**,광주광역시 남구 군분로***번길 *-*(월산동),61600.0,35.14466234668343,126.88779080611796,,2022-04-01,,2026-01-13,광주광역시_남구,ok
행복하개,361000004820220009,3610000,,영업/정상 / 정상,광주광역시,남구,남구,광주광역시 남구 백운동 ***-** *층,"광주광역시 남구 진다리로 **, *층 (백운동)",61657.0,35.136783737513085,126.9033586004876,,2022-04-06,,2026-01-13,광주광역시_남구,ok
모찌네쌀롱,361000004820230001,3610000,,영업/정상 / 정상,광주광역시,남구,남구,광주광역시 남구 양과동 ****-*,광주광역시 남구 포충로 ***(양과동),61757.0,35.085352217216254,126.86568970150296,,2023-02-24,,2026-01-13,광주광역시_남구,ok
비숑다움,361000004820230004,3610000,,영업/정상 / 정상,광주광역시,남구,남구,광주광역시 남구 월산동 ****-* 펫타워,"광주광역시 남구 대남대로 ***, 펫타워 *층 (월산동)",61613.0,35.140421691014666,126.89393419500912,,2023-09-20,,2026-01-13,광주광역시_남구,ok
부산대형견호텔 24시 강아지유치원 목욕 대견하개 서면점,329000004820240004,3290000,,영업/정상 / 정상,부산광역시,부산진구,부산진구,부산광역시 부산진구 부전동 ***-*,"부산광역시 부산진구 신천대로**번길 **, *층 (부전동)",47289.0,35.153773601265094,129.05826182979348,,2024-03-25,,2026-01-13,부산광역시_부산진구,ok
댕로하 애견유치원&애견미용,329000004820240005,3290000,,영업/정상 / 정상,부산광역시,부산진구,부산진구,부산광역시 부산진구 양정동 ***-*,"부산광역시 부산진구 중앙대로 ***, *층 (양정동)",47209.0,35.17677144733268,129.0739442743805,,2024-04-01,,2026-01-13,부산광역시_부산진구,ok
더 하우스,329000004820210025,3290000,,영업/정상 / 정상,부산광역시,부산진구,부산진구,부산광역시 부산진구 가야동 **-* 한신센타뷰,"부산광역시 부산진구 가야대로 ***, ***층 (가야동, 한신센타뷰)",47272.0,35.155240014063374,129.03706220655394,,2021-09-01,,2026-01-13,부산광역시_부산진구,ok
나꼼유치원,329000004820220013,3290000,,영업/정상 / 정상,부산광역시,부산진구,부산진구,부산광역시 부산진구 개금동 ***-**,"부산광역시 부산진구 가야대로 ***, *층 (개금동)",47269.0,35.15346019716093,129.02581707879338,051-895-0910,2022-04-11,,2026-01-13,부산광역시_부산진구,ok
부산애견호텔 강아지유치원 펫퍼센트&코모네하우스,329000004820220015,3290000,,영업/정상 / 정상,부산광역시,부산진구,부산진구,부산광역시 부산진구 연지동 **-**,"부산광역시 부산진구 동평로 ***, *층 (연지동)",47120.0,35.1723177186494,129.0593597524878,,2022-05-19,,2026-01-13,부산광역시_부산진구,ok
뽀숑뽀숑,329000004820220016,3290000,,영업/정상 / 정상,부산광역시,부산진구,부산진구,부산광역시 부산진구 범천동 ***-** 아이에프,"부산광역시 부산진구 범일로 ***, 아이에프 B동 *층 ***호 (범천동)",47365.0,35.143193002248395,129.05969709020673,,2022-06-28,,2026-01-13,부산광역시_부산진구,ok
펫하우스,329000004820220019,3290000,,영업/정상 / 정상,부산광역시,부산진구,부산진구,부산광역시 부산진구 범전동 ***-***,"부산광역시 부산진구 새싹로 **, *층 (범전동)",47205.0,35.1639369807203,129.05458775528166,,2022-09-05,,2026-01-13,부산광역시_부산진구,ok
486 Dogcamp,329000004820220020,3290000,,영업/정상 / 정상,부산광역시,부산진구,부산진구,부산광역시 부산진구 당감동 ***-* 호성빌딩,"부산광역시 부산진구 당감서로 **, 호성빌딩 *층 (당감동)",47146.0,35.16831263419061,129.03635944023137,,2022-12-07,,2026-01-13,부산광역시_부산진구,ok
엠에스그루밍,329000004820230001,3290000,,영업/정상 / 정상,부산광역시,부산진구,부산진구,부산광역시 부산진구 가야동 ***-**,"부산광역시 부산진구 냉정로 ***, *층 (가야동)",47382.0,35.15085642684635,129.02867298672896,,2023-02-24,,2026-01-13,부산광역시_부산진구,ok
뽀Dog,329000004820230002,3290000,,영업/정상 / 정상,부산광역시,부산진구,부산진구,부산광역시 부산진구 부암동 *** 서면동일파크스위트*차,"부산광역시 부산진구 동평로***번길 **, ***동 ***호 (부암동, 서면동일파크스위트*차)",47183.0,35.16146,129.05424,070-7537-2313,2023-03-03,,2026-01-13,부산광역시_부산진구,centroid_fallback
몽린이집,329000004820230003,3290000,,영업/정상 / 정상,부산광역시,부산진구,부산진구,부산광역시 부산진구 당감동 ***-*,"부산광역시 부산진구 당감로 **, *층 (당감동)",47144.0,35.16568153853883,129.03931270479978,,2023-03-06,,2026-01-13,부산광역시_부산진구,ok
제니스펫,329000004820230004,3290000,,영업/정상 / 정상,부산광역시,부산진구,부산진구,부산광역시 부산진구 양정동 ***-**,"부산광역시 부산진구 거제대로 **, *층 (양정동)",47214.0,35.17027881799536,129.0675990680572,,2023-04-20,,2026-01-13,부산광역시_부산진구,ok
부산애견호텔 24시 강아지유치원 미용 도그드림 서면점,329000004820230007,3290000,,영업/정상 / 정상,부산광역시,부산진구,부산진구,부산광역시 부산진구 부전동 ***-**,부산광역시 부산진구 중앙대로***번길 ** (부전동),47286.0,35.15456466102997,129.0582985799473,,2023-07-10,,2026-01-13,부산광역시_부산진구,ok
맘바이 서면본점,329000004820230009,3290000,,영업/정상 / 정상,부산광역시,부산진구,부산진구,부산광역시 부산진구 범천동 ***-**,"부산광역시 부산진구 자유평화로 **, *층 (범천동)",47366.0,35.14161742507845,129.06174475258769,,2023-08-31,,2026-01-13,부산광역시_부산진구,ok
토리펫,329000004820230010,3290000,,영업/정상 / 정상,부산광역시,부산진구,부산진구,부산광역시 부산진구 개금동 ***,"부산광역시 부산진구 백양대로 ***, *층 (개금동)",47259.0,35.16146,129.05424,,2023-09-20,,2026-01-13,부산광역시_부산진구,centroid_fallback
멍뭉이 살롱,329000004820230011,3290000,,영업/정상 / 정상,부산광역시,부산진구,부산진구,부산광역시 부산진구 부암동 ***-*,"부산광역시 부산진구 백양순환로 **, *층 (부암동)",47143.0,35.16994242563087,129.03786804370765,,2023-09-26,,2026-01-13,부산광역시_부산진구,ok
라비앙도그,329000004820230012,3290000,,영업/정상 / 정상,부산광역시,부산진구,부산진구,부산광역시 부산진구 양정동 ***-**,"부산광역시 부산진구 동평로 ***-*, *층 (양정동)",47119.0,35.17498592956736,129.06607995698786,,2023-10-19,,2026-01-13,부산광역시_부산진구,ok
댕댕사우나,329000004820230013,3290000,,영업/정상 / 정상,부산광역시,부산진구,부산진구,부산광역시 부산진구 연지동 ***-** 래미안어반파크,"부산광역시 부산진구 성지로 **, 상가*동 ***호 (연지동, 래미안어반파크)",47128.0,35.17500571692615,129.05110225710118,,2023-10-23,,2026-01-13,부산광역시_부산진구,ok
도도 Grooming,329000004820230014,3290000,,영업/정상 / 정상,부산광역시,부산진구,부산진구,부산광역시 부산진구 가야동 ***-*,"부산광역시 부산진구 가야대로 ***, *층 (가야동)",47329.0,35.15402485876294,129.03423242867953,051-891-0125,2023-11-03,,2026-01-13,부산광역시_부산진구,ok
포독포독,329000004820230015,3290000,,영업/정상 / 정상,부산광역시,부산진구,부산진구,부산광역시 부산진구 양정동 ***-**,"부산광역시 부산진구 해맞이로 **, *층 (양정동)",47119.0,35.175909641565255,129.06655743166468,,2023-12-21,,2026-01-13,부산광역시_부산진구,ok
오로지몽 강아지유치원,329000004820240001,3290000,,영업/정상 / 정상,부산광역시,부산진구,부산진구,부산광역시 부산진구 초읍동 ***-**,"부산광역시 부산진구 성지로 ***, *층 (초읍동)",47115.0,35.180548469095605,129.05133046490826,,2024-01-04,,2026-01-13,부산광역시_부산진구,ok
유니독스,329000004820240003,3290000,,영업/정상 / 정상,부산광역시,부산진구,부산진구,부산광역시 부산진구 양정동 ***-*,"부산광역시 부산진구 범양로***번길 **, *층 (양정동)",47207.0,35.17447972738093,129.06436675302547,,2024-02-28,,2026-01-13,부산광역시_부산진구,ok
하울팟 부산케어센터,340000004820180053,3400000,,영업/정상 / 정상,부산광역시,기장군,기장군,부산광역시 기장군 기장읍 시랑리 ***-* 힐튼부산 A동,"부산광역시 기장군 기장읍 기장해안로 ***-**, 힐튼부산 A동",46083.0,35.197855663207974,129.22836537795368,051-604-7268,2018-12-28,,2026-01-13,부산광역시_기장군,ok
쪼꼬네유치원2,340000004820190001,3400000,,영업/정상 / 정상,부산광역시,기장군,기장군,부산광역시 기장군 장안읍 반룡리 ***,부산광역시 기장군 장안읍 방모산*길 **-**,46032.0,35.28407,129.2053,,2019-01-10,,2026-01-13,부산광역시_기장군,centroid_fallback
멍멍클럽,340000004820190002,3400000,,영업/정상 / 정상,부산광역시,기장군,기장군,부산광역시 기장군 기장읍 대라리 **-** *층,"부산광역시 기장군 기장읍 차성로***번길 **, *층",46065.0,35.24292185438862,129.21717152180148,051-721-3500,2019-02-01,,2026-01-13,부산광역시_기장군,ok
루비애견,340000004820190007,3400000,,영업/정상 / 정상,부산광역시,기장군,기장군,부산광역시 기장군 정관읍 모전리 *** 정관동일스위트 *차 ***동 ***호,"부산광역시 기장군 정관읍 정관*로 **, ***동 ***호 (정관동일스위트 *차)",46010.0,35.28407,129.2053,051-728-8785,2019-02-13,,2026-01-13,부산광역시_기장군,centroid_fallback
하나애견,340000004820190016,3400000,,영업/정상 / 정상,부산광역시,기장군,기장군,부산광역시 기장군 기장읍 교리 ***-** *층,"부산광역시 기장군 기장읍 차성동로 ***, *층",46055.0,35.25142533271522,129.21727116624564,051-723-2259,2019-06-10,,2026-01-13,부산광역시_기장군,ok
어라운드펫인힐탑테마파크,340000004820190018,3400000,,영업/정상 / 정상,부산광역시,기장군,기장군,"부산광역시 기장군 장안읍 좌천리 ***-** 힐탑 프리미엄 아울렛 *층 ***, ***호","부산광역시 기장군 장안읍 정관로 ****, 힐탑 프리미엄 아울렛 *층 ***호, ***호",46029.0,35.32117036078489,129.2356391741366,051-727-2300,2019-07-23,,2026-01-13,부산광역시_기장군,ok
피터펫카페,340000004820190019,3400000,,영업/정상 / 정상,부산광역시,기장군,기장군,부산광역시 기장군 기장읍 내리 ***-*,부산광역시 기장군 기장읍 내리*길 **,46076.0,35.208696346582805,129.20660291790293,051-727-3342,2019-10-14,,2026-01-13,부산광역시_기장군,ok
어라운드1142,340000004820200002,3400000,,영업/정상 / 정상,부산광역시,기장군,기장군,"부산광역시 기장군 정관읍 모전리 *** 제*, *동","부산광역시 기장군 정관읍 병산로 *, 제*, *동",46008.0,35.28407,129.2053,051-727-1525,2020-03-24,,2026-01-13,부산광역시_기장군,centroid_fallback
애견의 집,340000004820210002,3400000,,영업/정상 / 정상,부산광역시,기장군,기장군,부산광역시 기장군 기장읍 대라리 ***-*,부산광역시 기장군 기장읍 차성남로**번길 **,46066.0,35.24256191209523,129.21604581451442,051-724-2755,2021-03-08,,2026-01-13,부산광역시_기장군,ok
디어마루,340000004820210003,3400000,,영업/정상 / 정상,부산광역시,기장군,기장군,부산광역시 기장군 일광읍 삼성리 ***-* ***호,"부산광역시 기장군 일광읍 해빛*로 **-*, ***호",46048.0,35.26360969524563,129.22490651014883,,2021-03-11,,2026-01-13,부산광역시_기장군,ok
복남펫하우스,340000004820210004,3400000,,영업/정상 / 정상,부산광역시,기장군,기장군,부산광역시 기장군 정관읍 달산리 ****-*,부산광역시 기장군 정관읍 달산*길 **,46024.0,35.317388173455605,129.1793401430118,,2021-03-29,,2026-01-13,부산광역시_기장군,ok
코코스퀘어,340000004820210007,3400000,,영업/정상 / 정상,,,기장군,부산광역시 기장군 기장읍 시랑리 ***-** *층,,,35.1929492593916,129.21484137617588,,2021-06-24,,2026-01-13,_,ok
댕댕살롱,340000004820210011,3400000,,영업/정상 / 정상,부산광역시,기장군,기장군,부산광역시 기장군 정관읍 방곡리 *** 이지더원*차 ***동 ***호,"부산광역시 기장군 정관읍 방곡로 **, ***동 ***호 (이지더원*차)",46019.0,35.28407,129.2053,,2021-07-30,,2026-01-13,부산광역시_기장군,centroid_fallback
소중한 너라서,340000004820220001,3400000,,영업/정상 / 정상,부산광역시,기장군,기장군,부산광역시 기장군 정관읍 용수리 ****-*,"부산광역시 기장군 정관읍 가동*로 *, *층",46013.0,35.328675085967326,129.179086009373,,2022-02-14,,2026-01-13,부산광역시_기장군,ok
딩동댕치원,340000004820220003,3400000,,영업/정상 / 정상,부산광역시,기장군,기장군,부산광역시 기장군 정관읍 매학리 ***-*,"부산광역시 기장군 정관읍 정관로 ***, 진우빌딩 *층 ***호",46015.0,35.32182055126032,129.17595015088574,,2022-02-28,,2026-01-13,부산광역시_기장군,ok
우다다애견,340000004820220006,3400000,,영업/정상 / 정상,부산광역시,기장군,기장군,부산광역시 기장군 기장읍 동부리 ***-* 동보하이츠빌라 ***호,"부산광역시 기장군 기장읍 차성동로***번길 **, ***호 (동보하이츠빌라)",46063.0,35.24874296200096,129.2183649941025,,2022-03-22,,2026-01-13,부산광역시_기장군,ok
쇼누아,340000004820220008,3400000,,영업/정상 / 정상,부산광역시,기장군,기장군,부산광역시 기장군 일광읍 삼성리 ***-**,"부산광역시 기장군 일광읍 해빛*로 **-*, ***호",46048.0,35.26542216509034,129.2264569531351,,2022-06-21,,2026-01-13,부산광역시_기장군,ok
달링스튜디오,340000004820220009,3400000,,영업/정상 / 정상,부산광역시,기장군,기장군,부산광역시 기장군 장안읍 기룡리 ***-*,"부산광역시 기장군 장안읍 반룡로 **, *층",46031.0,35.34621117390571,129.2566763221744,,2022-12-28,,2026-01-13,부산광역시_기장군,ok
애견의 집,340000004820230001,3400000,,영업/정상 / 정상,부산광역시,기장군,기장군,부산광역시 기장군 기장읍 대라리 ***-* 바다마을,"부산광역시 기장군 기장읍 차성남로**번길 **, 바다마을",46066.0,35.24256191209523,129.21604581451442,051-724-2755,2023-01-12,,2026-01-13,부산광역시_기장군,ok
룰루랄라,340000004820230002,3400000,,영업/정상 / 정상,부산광역시,기장군,기장군,부산광역시 기장군 기장읍 서부리 **-*,"부산광역시 기장군 기장읍 읍내로 **, *층",46059.0,35.24807809963695,129.209129900118,,2023-08-04,,2026-01-13,부산광역시_기장군,ok
메리몰펫샵,340000004820240001,3400000,,영업/정상 / 정상,부산광역시,기장군,기장군,부산광역시 기장군 일광읍 삼성리 *** 이지더원*차 오션포레,"부산광역시 기장군 일광읍 해빛*로 *, 상가동 *층 B***호 (이지더원*차 오션포레)",46048.0,35.28407,129.2053,,2024-03-29,,2026-01-13,부산광역시_기장군,centroid_fallback
와이즈독 아카데미,340000004820240002,3400000,,영업/정상 / 정상,부산광역시,기장군,기장군,부산광역시 기장군 일광읍 삼성리 ***,"부산광역시 기장군 일광읍 해송*로 **, *층 ***호",46044.0,35.28407,129.2053,,2024-04-19,,2026-01-13,부산광역시_기장군,centroid_fallback
멍이랑 냥이랑,340000004820240003,3400000,,영업/정상 / 정상,부산광역시,기장군,기장군,부산광역시 기장군 정관읍 매학리 ***-*,"부산광역시 기장군 정관읍 정관로 ***, 헬로시티 ***호",46017.0,35.321195472533695,129.17553147544993,,2024-05-01,,2026-01-13,부산광역시_기장군,ok
해피바우 애견유치원,351050004820240001,3510500,,영업/정상 / 정상,인천광역시,미추홀구,미추홀구,인천광역시 미추홀구 주안동 ***-*,"인천광역시 미추홀구 한나루로 ***, *층 (주안동)",22157.0,37.45344425944211,126.66807683447634,,2024-01-24,,2026-01-13,인천광역시_미추홀구,ok
리틀댕댕,351050004820240002,3510500,,영업/정상 / 정상,인천광역시,미추홀구,미추홀구,인천광역시 미추홀구 주안동 ****-**,"인천광역시 미추홀구 인주대로 ***, ***호 (주안동)",22147.0,37.45093965636724,126.69105361062684,,2024-01-24,,2026-01-13,인천광역시_미추홀구,ok
멍머니 2호점,351050004820240003,3510500,,영업/정상 / 정상,인천광역시,미추홀구,미추홀구,인천광역시 미추홀구 숭의동 **-*,"인천광역시 미추홀구 수봉로 *, *층 (숭의동)",22163.0,37.4656553171114,126.6561090370019,,2024-01-26,,2026-01-13,인천광역시_미추홀구,ok
페르시안 캣,351050004820240004,3510500,,영업/정상 / 정상,인천광역시,미추홀구,미추홀구,인천광역시 미추홀구 용현동 ***-***,"인천광역시 미추홀구 매소홀로 **-**, ***호 (용현동)",22190.0,37.45006149120466,126.63423793105116,,2024-01-31,,2026-01-13,인천광역시_미추홀구,ok
놀러오개 애견유치원 애견호텔 도화점,351050004820240005,3510500,,영업/정상 / 정상,인천광역시,미추홀구,미추홀구,인천광역시 미추홀구 도화동 ***-*,"인천광역시 미추홀구 염전로***번길 **, ***호 (도화동)",22110.0,37.47695875194059,126.66086315626002,,2024-05-01,,2026-01-13,인천광역시_미추홀구,ok
도그와트 애견유치원 호텔 미용,351050004820240006,3510500,,영업/정상 / 정상,인천광역시,미추홀구,미추홀구,인천광역시 미추홀구 문학동 *** 문학경기장,"인천광역시 미추홀구 매소홀로 ***, 문학경기장 주*동 *층 (문학동)",22234.0,37.45593,126.66692,,2024-05-23,,2026-01-13,인천광역시_미추홀구,centroid_fallback
댕이의하루,351050004820240007,3510500,,영업/정상 / 정상,인천광역시,미추홀구,미추홀구,인천광역시 미추홀구 학익동 ***-*,"인천광역시 미추홀구 소성로 ***, *층 (학익동)",22223.0,37.43914926339071,126.67416478164702,,2024-05-28,,2026-01-13,인천광역시_미추홀구,ok
꼬리살랑,351050004820240008,3510500,,영업/정상 / 정상,인천광역시,미추홀구,미추홀구,인천광역시 미추홀구 주안동 ***-** 태호빌딩,"인천광역시 미추홀구 경원대로***번길 *, 태호빌딩 ***호 (주안동)",22144.0,37.45954653924493,126.69001493625336,,2024-09-03,,2026-01-13,인천광역시_미추홀구,ok
멍패밀리 인천애견유치원 애견호텔,351050004820240010,3510500,,영업/정상 / 정상,인천광역시,미추홀구,미추홀구,인천광역시 미추홀구 도화동 ***-*,"인천광역시 미추홀구 숙골로**번길 **, *층 (도화동)",22100.0,37.47021275527763,126.65993772342132,,2024-11-01,,2026-01-13,인천광역시_미추홀구,ok
냥만스럽개,351050004820240012,3510500,,영업/정상 / 정상,인천광역시,미추홀구,미추홀구,인천광역시 미추홀구 주안동 **-**,"인천광역시 미추홀구 염창로 **, *층 (주안동)",22128.0,37.46583366496844,126.6806135361039,,2024-12-17,,2026-01-13,인천광역시_미추홀구,ok
멍꾸,351050004820250001,3510500,,영업/정상 / 정상,인천광역시,미추홀구,미추홀구,인천광역시 미추홀구 도화동 **** 도화서희스타힐스,"인천광역시 미추홀구 숙골로***번길 **, 상가동 *-*호 (도화동, 도화서희스타힐스)",22114.0,37.45593,126.66692,,2025-07-23,,2026-01-13,인천광역시_미추홀구,centroid_fallback
꼬리치랑개,351050004820250002,3510500,,영업/정상 / 정상,인천광역시,미추홀구,미추홀구,인천광역시 미추홀구 도화동 ***-* 인천조명,"인천광역시 미추홀구 경인로 ***, *층 (도화동)",22139.0,37.45907487744105,126.67615409401196,,2025-08-06,,2026-01-13,인천광역시_미추홀구,ok
