Name,Facility_ID,Category,TaskType,BusinessStatus,Sido,Sigungu,Dong,LotNumber,RoadAddress,PostalCode,lat,lon,PhoneNumber,LicenseDate,ClosingDate,LastUpdated
하얀강아지 괴정점,366000004820180074,3660000,,취소/말소/만료/정지/중지 / 말소,대전광역시,서구,서구,대전광역시 서구 괴정동 **-* 다정빌라,"대전광역시 서구 괴정로 ***, 다정빌라 *층 (괴정동)",35295,315298.686507141,234470.758325687,,2018-10-02,2023-07-17,2026-01-13 17:57:04
Pet's Life,366000004820210037,3660000,,취소/말소/만료/정지/중지 / 말소,대전광역시,서구,서구,대전광역시 서구 월평동 ***,"대전광역시 서구 월평중로 **, *층 (월평동)",35225,,,,2021-11-17,2023-07-17,2026-01-13 17:57:04
공간 페로,367000004820240003,3670000,,취소/말소/만료/정지/중지 / 말소,대전광역시,유성구,유성구,대전광역시 유성구 복용동 ***-*,"대전광역시 유성구 복용동로 **, *층 ***호 (복용동)",34202,315282.612188881,228816.179285614,042-719-7798,2024-02-15,2024-02-15,2026-01-13 17:57:34
뷰티 앤 도그쇼,369000004820180032,3690000,,취소/말소/만료/정지/중지 / 말소,울산광역시,중구,중구,울산광역시 중구 성남동 ***-**,울산광역시 중구 중앙길 ** (성남동),44529,230822.881561551,410036.280456941,,2018-12-05,2025-10-15,2026-01-13 18:21:03
멍치원,369000004820200001,3690000,,취소/말소/만료/정지/중지 / 말소,울산광역시,중구,중구,울산광역시 중구 남외동 ***-*,"울산광역시 중구 곽남길 **, *층 (남외동)",44492,232512.244442557,412121.621799953,,2020-01-06,2025-10-15,2026-01-13 18:21:03
블링펫살롱,369000004820210018,3690000,,취소/말소/만료/정지/중지 / 말소,울산광역시,중구,중구,울산광역시 중구 성남동 ***,"울산광역시 중구 중앙길 ***, *층 (성남동)",44529,,,,2021-11-15,2025-10-15,2026-01-13 18:21:03
초코우유,374000004820180051,3740000,,취소/말소/만료/정지/중지 / 말소,경기도,수원시,수원시,경기도 수원시 권선구 권선동 ****-* 나동,"경기도 수원시 권선구 효원로***번길 **, 나동 *층 (권선동)",16571,417656.524946819,202540.712191332,,2018-07-24,2024-09-11,2026-01-13 17:19:38
탑독(Top Dog),374000004820180168,3740000,,취소/말소/만료/정지/중지 / 말소,경기도,수원시,수원시,경기도 수원시 영통구 영통동 ***-*,"경기도 수원시 영통구 매영로***번길 **, *층 *호 (영통동)",16703,417076.600854696,206438.975738155,031-202-1233,2018-10-29,2024-09-11,2026-01-13 17:19:38
퍼피하우스,406000004820180052,4060000,,폐업 / 폐업,경기도,파주시,파주시,경기도 파주시 문산읍 문산리 **-* 송도미용원,"경기도 파주시 문산읍 문향로 **-*, 송도미용원",10823,483638.172643311,181065.021181666,031-954-8436,2018-05-15,2023-05-25,2026-01-13 17:26:35
블링블링강아지별,406000004820180056,4060000,,폐업 / 폐업,경기도,파주시,파주시,경기도 파주시 목동동 ***-*,"경기도 파주시 산내로***번길 **-*, *층 (목동동)",10892,469535.2,176737.52,,2018-05-31,2019-02-07,2026-01-13 17:26:35
블링독,406000004820180057,4060000,,폐업 / 폐업,경기도,파주시,파주시,경기도 파주시 동패동 ****,"경기도 파주시 와석순환로***번길 **-**, *층 *호 (동패동)",10901,,,,2018-05-31,2019-05-23,2026-01-13 17:26:35
로뎀애견카페,406000004820180063,4060000,,폐업 / 폐업,경기도,파주시,파주시,경기도 파주시 문산읍 문산리 ***-* 강산설렁탕,"경기도 파주시 문산읍 방촌로 ****, 로뎀동물병원 *층",10820,484247.169548502,180407.163470129,031-953-7576,2018-06-20,2019-11-25,2026-01-13 17:26:35
플레이_라움(PLAY_RAUM),406000004820180066,4060000,,폐업 / 폐업,경기도,파주시,파주시,경기도 파주시 적성면 장현리 ***-*,경기도 파주시 적성면 장뜰길 ***,10804,496762.707224369,197845.281645899,031-958-5206,2018-06-26,2024-05-07,2026-01-13 17:26:35
헬로퍼피,406000004820180086,4060000,,폐업 / 폐업,경기도,파주시,파주시,경기도 파주시 야당동 **** 에펠타워 ***호,"경기도 파주시 경의로 ****, 에펠타워 *층 ***호 (야당동)",10908,,,031-944-8580,2018-09-15,2022-12-27,2026-01-13 17:26:35
놀러오개,406000004820180087,4060000,,폐업 / 폐업,경기도,파주시,파주시,경기도 파주시 야당동 **** 월드타워*,"경기도 파주시 경의로 ****, 월드타워* *층 (야당동)",10908,,,031-944-6520,2018-09-15,2024-02-20,2026-01-13 17:26:35
선유애견,406000004820180094,4060000,,폐업 / 폐업,경기도,파주시,파주시,경기도 파주시 문산읍 선유리 ***-** 선유애견,"경기도 파주시 문산읍 사임당로 ***,  선유애견",10812,484782.308813599,182740.662565625,031-954-0199,2018-09-27,2023-07-20,2026-01-13 17:26:35
핑크펫샵,406000004820180101,4060000,,폐업 / 폐업,경기도,파주시,파주시,경기도 파주시 금촌동 ***-* 핑크펫샵,"경기도 파주시 한마음*길 **, 핑크펫샵 (금촌동)",10925,472728.371030311,179893.48823708,031-943-0807,2018-10-04,2024-03-22,2026-01-13 17:26:35
도그앤도그,406000004820180109,4060000,,폐업 / 폐업,경기도,파주시,파주시,경기도 파주시 문산읍 문산리 **-*** 삼문빌딩,"경기도 파주시 문산읍 문산역로 **, 삼문빌딩 *층",10823,483387.606624239,181155.414370978,,2018-11-16,2024-04-15,2026-01-13 17:26:35
강아지별,406000004820180111,4060000,,폐업 / 폐업,경기도,파주시,파주시,경기도 파주시 목동동 ***-*,경기도 파주시 산내로***번길 **-* (목동동),10892,469515.26064067,176834.551768618,031-977-6123,2018-11-16,2024-02-13,2026-01-13 17:26:35
리드펫,406000004820180113,4060000,,폐업 / 폐업,경기도,파주시,파주시,경기도 파주시 조리읍 봉일천리 ***-**,경기도 파주시 조리읍 두루봉로 **-**,10938,471387.747819814,183265.466994755,031-942-3088,2018-11-28,2021-02-06,2026-01-13 17:26:35
컬러링펫,406000004820180116,4060000,,폐업 / 폐업,경기도,파주시,파주시,경기도 파주시 야당동 ****,"경기도 파주시 경의로 ****, 아이플렉스 *층 ***호 (야당동)",10908,,,031-949-3949,2018-12-06,2024-02-02,2026-01-13 17:26:35
멍냥꽁냥,406000004820190003,4060000,,폐업 / 폐업,경기도,파주시,파주시,경기도 파주시 목동동 ****-*,"경기도 파주시 심학산로***번길 **, *층 (목동동)",10900,468570.010761003,176887.844151551,,2019-01-16,2024-04-19,2026-01-13 17:26:35
다둥이펫,406000004820190014,4060000,,폐업 / 폐업,경기도,파주시,파주시,경기도 파주시 조리읍 대원리 ***-*,경기도 파주시 조리읍 대원로 ***,10942,470264.983731754,182667.08007084,031-941-3655,2019-04-19,2023-03-20,2026-01-13 17:26:35
피터펫츠,406000004820190023,4060000,,폐업 / 폐업,경기도,파주시,파주시,경기도 파주시 동패동 **-*,"경기도 파주시 미래로***번길 **-**, *층 (동패동)",10904,467139.509555615,177591.58420076,,2019-06-25,2024-05-28,2026-01-13 17:26:35
나는 애견인이다,406000004820190036,4060000,,폐업 / 폐업,경기도,파주시,파주시,경기도 파주시 탄현면 성동리 ***,경기도 파주시 탄현면 새오리로***번길 **-**,10858,,,,2019-09-20,2023-11-22,2026-01-13 17:26:35
Welcome Paws,406000004820190050,4060000,,폐업 / 폐업,경기도,파주시,파주시,경기도 파주시 조리읍 뇌조리 ***,경기도 파주시 조리읍 뇌조로**번길 **-**,10950,,,,2019-12-09,2024-04-05,2026-01-13 17:26:35
슈슈멍,406000004820190055,4060000,,폐업 / 폐업,경기도,파주시,파주시,경기도 파주시 목동동 ***,"경기도 파주시 청암로**번길 *-**, *층 (목동동)",10871,,,031-937-8387,2019-12-17,2023-05-30,2026-01-13 17:26:35
로뎀애견카페,406000004820190058,4060000,,폐업 / 폐업,경기도,파주시,파주시,경기도 파주시 문산읍 문산리 ***-*,"경기도 파주시 문산읍 방촌로 ****, *층",10820,484247.169548502,180407.163470129,031-953-7576,2019-12-23,2020-06-30,2026-01-13 17:26:35
댕댕애견,406000004820200002,4060000,,폐업 / 폐업,경기도,파주시,파주시,경기도 파주시 다율동 ***-*,경기도 파주시 순못길 *-* (다율동),10878,469454.993448595,174953.83321102,031-942-5004,2020-01-07,2022-12-26,2026-01-13 17:26:35
개아저씨,406000004820200004,4060000,,폐업 / 폐업,경기도,파주시,파주시,경기도 파주시 목동동 ***-*,"경기도 파주시 가재울로**번길 **, *층 (목동동)",10871,469749.433914421,177649.848167077,031-941-8828,2020-01-13,2024-03-27,2026-01-13 17:26:35
내강아지,406000004820200008,4060000,,폐업 / 폐업,경기도,파주시,파주시,경기도 파주시 금촌동 ***-*,"경기도 파주시 새꽃로 **, 연세프라자 *층 (금촌동)",10926,472772.15,179562.23,,2020-02-18,2024-04-09,2026-01-13 17:26:35
카페코비,406000004820200015,4060000,,폐업 / 폐업,경기도,파주시,파주시,경기도 파주시 월롱면 위전리 **-* 미래개발,"경기도 파주시 월롱면 도감로 ***, 미래개발 *층",10946,476542.890268151,182314.609098307,031-947-8669,2020-04-03,2022-12-31,2026-01-13 17:26:35
고고펫,406000004820200019,4060000,,폐업 / 폐업,경기도,파주시,파주시,경기도 파주시 서패동 ***,"경기도 파주시 심학산로 **, *층 (서패동)",10883,,,,2020-04-20,2024-05-17,2026-01-13 17:26:35
숑블리 펫하우스,406000004820200030,4060000,,폐업 / 폐업,경기도,파주시,파주시,경기도 파주시 목동동 ****-*,"경기도 파주시 심학산로***번길 **-*, *층 ***호 (목동동)",10900,468524.543527407,176904.021081101,,2020-06-30,2024-06-20,2026-01-13 17:26:35
냥이의 하룻밤,406000004820200039,4060000,,폐업 / 폐업,경기도,파주시,파주시,경기도 파주시 목동동 ***-*,"경기도 파주시 청암로**번길 **, *층 ***호 (목동동)",10892,469533.032593469,176550.426016718,,2020-09-14,2024-03-07,2026-01-13 17:26:35
라크도그,480000004820180005,4800000,,폐업 / 폐업,전라남도,목포시,목포시,전라남도 목포시 상동 ****-*,"전라남도 목포시 평화로 **, *층 (상동)",58750,144438.349620183,148216.357019561,,2018-04-06,2020-12-08,2026-01-13 18:30:03
(주)논다,480000004820180007,4800000,,폐업 / 폐업,전라남도,목포시,목포시,전라남도 목포시 옥암동 ****-*,전라남도 목포시 옥암로**번길 ** (옥암동),58685,145246.826793866,147827.604387798,,2018-04-10,2019-11-25,2026-01-13 18:30:03
똥꼬발랄,480000004820180011,4800000,,폐업 / 폐업,전라남도,목포시,목포시,전라남도 목포시 용해동 ***-**,"전라남도 목포시 삼학로 ***, *층 (용해동)",58703,144713.505826654,145794.782661799,,2018-06-18,2025-10-15,2026-01-13 18:30:03
나이스애견,480000004820180020,4800000,,폐업 / 폐업,전라남도,목포시,목포시,전라남도 목포시 산정동 *** 종원나이스빌,"전라남도 목포시 양을로 ***, 종원나이스빌 (산정동)",58634,,,,2018-09-27,2021-08-21,2026-01-13 18:30:03
루루강아지,480000004820180023,4800000,,폐업 / 폐업,전라남도,목포시,목포시,전라남도 목포시 용당동 ***-***,"전라남도 목포시 용당로 ***, *층 (용당동)",58705,144970.587827032,145034.842084794,061-284-6399,2018-10-17,2023-01-27,2026-01-13 18:30:03
강아지1번가,480000004820180026,4800000,,폐업 / 폐업,전라남도,목포시,목포시,전라남도 목포시 상동 ****-*,전라남도 목포시 원형서로 **-* (상동),58748,144562.737135198,147741.705992565,061-284-7300,2018-10-17,2020-04-13,2026-01-13 18:30:03
개구쟁이차세대반려견,480000004820180031,4800000,,폐업 / 폐업,전라남도,목포시,목포시,전라남도 목포시 용당동 ****-*,전라남도 목포시 양을로***번길 **-* (용당동),58647,145948.535796975,144562.675330741,,2018-11-07,2020-12-30,2026-01-13 18:30:03
하얀강아지,480000004820180033,4800000,,폐업 / 폐업,전라남도,목포시,목포시,전라남도 목포시 상동 ***-*,전라남도 목포시 비파로**번길 ** (상동),58691,144894.418870925,147120.505997934,061-285-1679,2018-12-19,2019-12-05,2026-01-13 18:30:03
상구스타일,480000004820190006,4800000,,폐업 / 폐업,전라남도,목포시,목포시,전라남도 목포시 용해동 ***-* 용해하이츠맨션,"전라남도 목포시 용당로 ***, 용해하이츠맨션 *층 (용해동)",58647,145972.106301729,144908.217262758,061-272-7725,2019-01-31,2021-11-23,2026-01-13 18:30:03
논다 유기묘 입양 카페,480000004820190018,4800000,,폐업 / 폐업,전라남도,목포시,목포시,전라남도 목포시 산정동 ****-**,"전라남도 목포시 용당로 **, *층 (산정동)",58738,143790.889371204,145182.261045116,,2019-10-10,2022-09-01,2026-01-13 18:30:03
개구쟁이차세대반려견,480000004820200006,4800000,,폐업 / 폐업,전라남도,목포시,목포시,전라남도 목포시 용당동 ****-*,전라남도 목포시 양을로***번길 **-* (용당동),58647,145948.535796975,144562.675330741,,2020-04-09,2021-12-30,2026-01-13 18:30:03
몽그레,480000004820200008,4800000,,폐업 / 폐업,전라남도,목포시,목포시,전라남도 목포시 상동 ****-*,전라남도 목포시 부흥로 ** (상동),58693,144956.954637118,147484.614565062,,2020-05-01,2023-04-19,2026-01-13 18:30:03
우리집강아지,480000004820200009,4800000,,폐업 / 폐업,전라남도,목포시,목포시,전라남도 목포시 옥암동 **** 코아루 천년가아파트 ***동 ***호,"전라남도 목포시 남악*로**번길 **-**, 코아루 천년가아파트 ***동 *층 ***호 (옥암동, 코아루 천년가아파트)",58679,,,,2020-05-25,2022-10-31,2026-01-13 18:30:03
뽀송하개,480000004820200010,4800000,,폐업 / 폐업,전라남도,목포시,목포시,전라남도 목포시 연산동 ****,"전라남도 목포시 연산백련로 *-**, *층 ***호 (연산동)",58763,,,,2020-09-04,2021-07-06,2026-01-13 18:30:03
개의꿈,480000004820200012,4800000,,폐업 / 폐업,전라남도,목포시,목포시,전라남도 목포시 석현동 ***-** 근화네오빌*차여유당아파트,"전라남도 목포시 텃골로**번길 *, 근화네오빌*차여유당아파트 상가***호 (석현동)",58615,147228.622652691,146837.580418732,061-281-5140,2020-11-03,2025-12-09,2026-01-13 18:30:03
별빛멍냥,480000004820230001,4800000,,폐업 / 폐업,전라남도,목포시,목포시,전라남도 목포시 옥암동 ****-*,전라남도 목포시 남악*로*번길 **-**(옥암동),58680,145545.875919363,149701.976090807,,2023-03-24,2025-09-19,2026-01-13 18:30:03
고양이집:고집,480000004820230004,4800000,,폐업 / 폐업,전라남도,목포시,목포시,전라남도 목포시 상동 ***-*,전라남도 목포시 비파로**번길 ** (상동),58691,144984.793664362,147369.308473185,,2023-10-16,2025-09-10,2026-01-13 18:30:03
구르미,480000004820240002,4800000,,폐업 / 폐업,전라남도,목포시,목포시,전라남도 목포시 용해동 **** 용해지구천년가맘스카운티 상가동 ***호,"전라남도 목포시 용해지구로**번길 *, 상가동 *층 ***호 (용해동, 용해지구천년가맘스카운티)",58611,,,,2024-08-22,2025-09-01,2026-01-13 18:30:03
아이러브독,481000004820160003,4810000,,폐업 / 폐업,전라남도,여수시,여수시,전라남도 여수시 여서동 ***-** *층,"전라남도 여수시 여서동*길 **-*, *층 (여서동)",59712,139699.224022767,264728.652556814,,2016-03-17,2022-05-20,2026-01-13 18:32:33
애니피아동물병원 동물위탁관리,481000004820180003,4810000,,폐업 / 폐업,전라남도,여수시,여수시,전라남도 여수시 봉산동 ***-**,전라남도 여수시 신월로 *** (봉산동),59762,137482.376274744,265842.298371754,,2018-05-03,2022-01-14,2026-01-13 18:32:33
여수독 동물위탁관리,481000004820180007,4810000,,폐업 / 폐업,전라남도,여수시,여수시,전라남도 여수시 소라면 죽림리 ***-**,전라남도 여수시 소라면 안심산길 ***,59660,139423.52552357,258762.250626178,,2018-05-11,2018-08-23,2026-01-13 18:32:33
강아지탐험대 동물위탁관리업,481000004820180019,4810000,,폐업 / 폐업,전라남도,여수시,여수시,전라남도 여수시 문수동 **-*,전라남도 여수시 문수로 *** (문수동),59699,140229.67604715,264976.579951633,,2018-07-17,2025-07-08,2026-01-13 18:32:33
늘사랑애견샵,481000004820180020,4810000,,폐업 / 폐업,전라남도,여수시,여수시,전라남도 여수시 선원동 ****-*,전라남도 여수시 무선로 *** (선원동),59640,142159.779042745,259663.096648532,,2018-07-18,2021-11-30,2026-01-13 18:32:33
마이펫 동물위탁관리,481000004820180022,4810000,,폐업 / 폐업,전라남도,여수시,여수시,전라남도 여수시 덕충동 **** 엑스포힐스테이트*단지,"전라남도 여수시 박람회길 **, 상가동 ***호 (덕충동, 엑스포힐스테이트*단지)",59723,,,,2018-07-26,2023-01-04,2026-01-13 18:32:33
웅천동물병원 동물위탁관리,481000004820180023,4810000,,폐업 / 폐업,전라남도,여수시,여수시,전라남도 여수시 웅천동 ****-*,전라남도 여수시 웅천로 **-* (웅천동),59692,139065.571028612,261965.624099762,,2018-08-20,2020-10-08,2026-01-13 18:32:33
스타펫 동물위탁관리업,481000004820180028,4810000,,폐업 / 폐업,전라남도,여수시,여수시,전라남도 여수시 여서동 ***-*,전라남도 여수시 여문*로 ** (여서동),59709,139465.955541491,264484.970838295,,2018-09-10,2021-04-02,2026-01-13 18:32:33
누리동물병원,577000004820180104,5530000,,폐업 / 폐업,경기도,화성시,화성시,경기도 화성시 동탄구 반송동  ***-* 가희프라자* ***호,"경기도 화성시 동탄구 동탄솔빛로 **, 가희프라자* ***호 (반송동)",18442,410262.97929974,206559.943305761,031-8003-7588,2018-10-12,2021-06-22,2026-02-01 10:34:20
라이크어독 애견유치원 강아지유치원 애견호텔 애견미용,538000004820250002,5380000,,영업/정상 / 정상,경상남도,양산시,양산시,경상남도 양산시 물금읍 범어리 ****-* 범서미라클,"경상남도 양산시 물금읍 범어로 ***, 범서미라클 ***호",50611,204802.681000707,383491.305484296,,2025-04-28,,2026-01-13 17:33:04
AVET 동물메디컬센터,577000004820180145,5530000,,폐업 / 폐업,경기도,화성시,화성시,경기도 화성시 동탄구 반송동  ***-**,경기도 화성시 동탄구 노작로*길 ** (반송동),18459,410408.696169203,206948.728797494,031-613-7515,2018-11-07,2022-04-28,2026-02-01 10:34:20
영스키친,577000004820180149,5530000,,취소/말소/만료/정지/중지 / 말소,경기도,화성시,화성시,경기도 화성시 동탄구 반송동  ***-*,경기도 화성시 동탄구 노작로*길 **-** (반송동),18459,410732.764326239,206839.736685579,031-8003-6513,2018-11-13,2024-01-19,2026-02-01 10:34:20
이뿌개,577000004820180154,5530000,,폐업 / 폐업,경기도,화성시,화성시,경기도 화성시 동탄구 반송동  **-*,경기도 화성시 동탄구 동탄시범한빛길 ** (반송동),18434,411823.663818917,205826.927765169,031-613-3118,2018-11-13,2021-04-08,2026-02-01 10:34:20
더펫(The Pet),538000004820250003,5380000,,영업/정상 / 정상,경상남도,양산시,양산시,경상남도 양산시 물금읍 가촌리 ****-*,"경상남도 양산시 물금읍 백호*길 **, *층",50613,203858.251480721,381537.190031536,,2025-07-02,,2026-01-13 17:33:04
동탄 스케치 동물 병원,577000004820180159,5530000,,폐업 / 폐업,경기도,화성시,화성시,경기도 화성시 동탄구 영천동  ***-**,"경기도 화성시 동탄구 지산*길 **-**, ***호 (영천동)",18473,411510.761789232,209922.366266496,031-373-6307,2018-11-26,2025-01-01,2026-02-01 10:34:20
S동물의료센터,577000004820180166,5530000,,폐업 / 폐업,경기도,화성시,화성시,경기도 화성시 동탄구 반송동  **-*,"경기도 화성시 동탄구 동탄지성로 ***, *층층 (반송동)",18434,411884.69431858,205536.777108235,031-8003-3232,2018-12-31,2024-01-01,2026-02-01 10:34:20
아인스동물병원,577000004820190001,5530000,,폐업 / 폐업,경기도,화성시,화성시,경기도 화성시 동탄구 목동  ***,경기도 화성시 동탄구 왕배산*길 ** (목동),18490,,,,2019-01-04,2023-02-16,2026-02-01 10:34:20
멍이네,577000004820190012,5530000,,폐업 / 폐업,경기도,화성시,화성시,경기도 화성시 동탄구 청계동  ***-*,"경기도 화성시 동탄구 동탄대로시범길 ***-**, 마추프라자 *층 ***호 (청계동)",18476,410946.943354762,210094.419652254,,2019-02-11,2024-07-29,2026-02-01 10:34:20
곰탱이독,577000004820190025,5530000,,폐업 / 폐업,경기도,화성시,화성시,경기도 화성시 동탄구 영천동  ***-**,"경기도 화성시 동탄구 지산*길 *-**, *층 (영천동)",18473,411549.910822871,209899.54179627,,2019-05-01,2024-04-30,2026-02-01 10:34:20
The끌림,577000004820190034,5530000,,폐업 / 폐업,경기도,화성시,화성시,경기도 화성시 동탄구 영천동  ***-**,"경기도 화성시 동탄구 동탄치동천로*길 **, ***호 (영천동)",18474,411363.652922907,210839.320527148,031-377-5982,2019-05-31,2023-04-20,2026-02-01 10:34:20
쁘띠독,538000004820250004,5380000,,영업/정상 / 정상,경상남도,양산시,양산시,경상남도 양산시 덕계동 ***-***,"경상남도 양산시 덕계*길 *-*, *층 (덕계동)",50554,210195.757194199,395188.808772724,,2025-07-03,,2026-01-13 17:33:04
펫더포근,538000004820250005,5380000,,영업/정상 / 정상,경상남도,양산시,양산시,경상남도 양산시 동면 석산리 ****-*,"경상남도 양산시 동면 금오**길 **, ***호",50650,203776.314464476,384259.92978198,,2025-07-31,,2026-01-13 17:33:04
퍼퍼펫센터,538000004820250006,5380000,,영업/정상 / 정상,경상남도,양산시,양산시,경상남도 양산시 동면 법기리 ***,경상남도 양산시 동면 법기로 *,50646,,,,2025-08-20,,2026-01-13 17:33:04
한국반려동물전문학원,538000004820250007,5380000,,영업/정상 / 정상,경상남도,양산시,양산시,경상남도 양산시 북정동 ***-* 마레의집,"경상남도 양산시 양산대로 ***, 마레의집 *층 (북정동)",50572,208464.407096412,385398.997591993,055-365-0720,2025-12-19,,2026-01-13 17:33:04
잇츠멍,577000004820190082,5530000,,폐업 / 폐업,경기도,화성시,화성시,경기도 화성시 동탄구 반송동  **-**,"경기도 화성시 동탄구 동탄공원로*길 **, *층 ***호 (반송동)",18435,411749.997660378,205356.428878579,,2019-12-30,2024-01-03,2026-02-01 10:34:20
도기하우스 양산점,538000004820260001,5380000,,영업/정상 / 정상,경상남도,양산시,양산시,경상남도 양산시 어곡동 ****,경상남도 양산시 어실로 ***-*** (어곡동),50590,,,,2026-01-15,,2026-01-16 21:32:50
뷰티플 어 컴퍼니,577000004820200016,5530000,,폐업 / 폐업,경기도,화성시,화성시,경기도 화성시 동탄구 영천동  ***-*,"경기도 화성시 동탄구 동탄순환대로**길 **, 디스퀘어리버 B***, ***호 (영천동)",18472,411405.268602967,209603.218109843,,2020-02-14,2021-10-06,2026-02-01 10:34:20
이음 도그앤캣,577000004820200037,5530000,,폐업 / 폐업,경기도,화성시,화성시,경기도 화성시 동탄구 산척동  ***-*,"경기도 화성시 동탄구 동탄대로*길 **, ***, ***호 (산척동)",18501,407438.679446601,209559.943753593,,2020-05-08,2023-12-08,2026-02-01 10:34:20
"애견카페, 애견유치원 멍선생",577000004820200040,5530000,,폐업 / 폐업,경기도,화성시,화성시,경기도 화성시 동탄구 장지동  ***,경기도 화성시 동탄구 경기동로 ***-** (장지동),18510,,,,2020-05-20,2023-07-21,2026-02-01 10:34:20
머즐(Muzzle),577000004820200042,5530000,,폐업 / 폐업,경기도,화성시,화성시,경기도 화성시 동탄구 산척동  ***-*,"경기도 화성시 동탄구 동탄대로*길 **, 파케이드아크 ***호 (산척동)",18501,407644.355591766,209951.161346081,,2020-05-27,2024-05-27,2026-02-01 10:34:20
껌딱지펫,577000004820200045,5530000,,폐업 / 폐업,경기도,화성시,화성시,경기도 화성시 동탄구 장지동  ****-*,"경기도 화성시 동탄구 동탄대로*길 ***-**, ***호 (장지동)",18504,406524.500377383,210478.583758632,,2020-06-19,2021-12-30,2026-02-01 10:34:20
숲속동물병원,574000004820220037,5530000,,영업/정상 / 정상,경기도,화성시,화성시,경기도 화성시 만세구 새솔동 **-*,"경기도 화성시 만세구 수노을중앙로 ***, 나이스프라자 ***, ***호 (새솔동)",18244,420379.489402973,183748.51562678,031-355-7525,2022-04-13,,2026-02-01 10:34:18
런,574000004820220044,5530000,,영업/정상 / 정상,경기도,화성시,화성시,경기도 화성시 만세구 장안면 독정리 ***-**,경기도 화성시 만세구 장안면 한천*길 **,18583,396066.136697922,185904.827374243,02-313-8886,2022-05-12,,2026-02-01 10:34:18
그린동물병원,574000004820220045,5530000,,휴업 / 휴업,경기도,화성시,화성시,경기도 화성시 만세구 새솔동 **-**,"경기도 화성시 만세구 수노을중앙로 ***, *층 (새솔동)",18244,420121.444800251,183880.034473926,031-366-7970,2022-05-23,,2026-02-01 10:34:18
놀랑,574000004820220055,5530000,,영업/정상 / 정상,경기도,화성시,화성시,경기도 화성시 만세구 새솔동 **-*,"경기도 화성시 만세구 노들길 *-**, *층 ***호 (새솔동)",18242,419883.543783678,183893.703519261,,2022-09-22,,2026-02-01 10:34:18
진동물병원,370000004820180055,3700000,,폐업 / 폐업,울산광역시,남구,남구,울산광역시 남구 삼산동 ****-**,울산광역시 남구 돋질로 *** (삼산동),44709,229674.927790386,412360.427316747,052-903-8181,2018-09-11,2021-08-18,2026-01-13 18:19:04
에이스하우스,574000004820220057,5530000,,영업/정상 / 정상,경기도,화성시,화성시,경기도 화성시 만세구 향남읍 도이리 ***-*,경기도 화성시 만세구 향남읍 향봉로 **,18588,404301.071730945,194619.495097622,,2022-10-18,,2026-02-01 10:34:18
멍스타 애견유치원&호텔,574000004820220060,5530000,,영업/정상 / 정상,경기도,화성시,화성시,경기도 화성시 만세구 새솔동 ***-*,"경기도 화성시 만세구 큰나래*길 *-*, *층 (새솔동)",18241,419108.118800811,184487.545270425,,2022-11-28,,2026-02-01 10:34:18
뷰티&독,371000004820200006,3710000,,폐업 / 폐업,울산광역시,동구,동구,울산광역시 동구 전하동 ***-**,울산광역시 동구 진성**길 ** (전하동),44043,226133.014533224,420104.525056487,,2020-10-06,2023-07-03,2026-01-13 18:19:32
"아,귀여워",574000004820230005,5530000,,영업/정상 / 정상,경기도,화성시,화성시,경기도 화성시 만세구 향남읍 하길리 ****-*,"경기도 화성시 만세구 향남읍 한절이*길 *, *층 ***호",18606,401622.970184721,192442.166477626,,2023-04-13,,2026-02-01 10:34:18
하이바이보호소 수원점,374000004820220038,3740000,,폐업 / 폐업,경기도,수원시,수원시,경기도 수원시 권선구 세류동 ***-* THE BEIGE,"경기도 수원시 권선구 정조로 ***, THE BEIGE ***,***호 (세류동)",16655,416768.115752518,200906.169322734,,2022-12-23,2024-09-13,2026-01-13 17:19:39
카페봄,391000004820190027,3910000,,폐업 / 폐업,경기도,평택시,평택시,경기도 평택시 독곡동 ***-*,경기도 평택시 오좌동길 ** (독곡동),17720,398193.961901727,205672.704481327,,2019-03-26,2020-11-17,2026-01-13 17:27:06
동물보육원 화성 향남지부,574000004820230008,5530000,,영업/정상 / 정상,경기도,화성시,화성시,경기도 화성시 만세구 팔탄면 해창리 ***-*,경기도 화성시 만세구 팔탄면 *.*만세로 ***,18578,400755.384223142,188498.076215878,,2023-06-21,,2026-02-01 10:34:18
프리티 우멍,574000004820230015,5530000,,영업/정상 / 정상,경기도,화성시,화성시,경기도 화성시 만세구 향남읍 상신리 ****-*,"경기도 화성시 만세구 향남읍 상신하길로***번길 *-*, *층",18617,400484.329508249,191017.935070485,,2023-09-13,,2026-02-01 10:34:18
새솔동 골목댕장,574000004820230017,5530000,,영업/정상 / 정상,경기도,화성시,화성시,경기도 화성시 만세구 새솔동 **-**,"경기도 화성시 만세구 꽃내음*길 **, 더원테라스 ***호 (새솔동)",18244,420248.453966178,183776.597963163,,2023-11-01,,2026-02-01 10:34:18
위드멍,574000004820230020,5530000,,영업/정상 / 정상,경기도,화성시,화성시,경기도 화성시 만세구 새솔동 ***-*,"경기도 화성시 만세구 큰나래*길 *-*, ***호 (새솔동)",18241,419061.828160484,184461.313100912,,2023-11-30,,2026-02-01 10:34:18
