Name,Facility_ID,Category,BusinessStatus,BusinessStatusDetail,Sido,Sigungu,Dong,LotNumber,RoadAddress,PostalCode,lat,lon,PhoneNumber,LicenseDate,ClosingDate,LastUpdated
이소영동물병원,651000001019970001,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 일도이동 72-4,제주특별자치도 제주시 연삼로 518 (일도이동),63260,598.783823772473,157625.375019008,,1999-07-12,,2025-12-15 16:15:28
KRA 렛츠런파크제주 동물병원,651000001019971001,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 애월읍 유수암리 1206 한국마사회제주경마본부,"제주특별자치도 제주시 애월읍 평화로 2144, 한국마사회제주경마본부",63066,,,,2008-10-08,,2026-01-17 22:32:00
다나동물병원,651000001019980001,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 일도이동 359-13,제주특별자치도 제주시 동광로 119 (일도이동),63273,1270.27399220417,157137.523571305,064-757-7577,1998-05-14,,2025-12-15 16:15:28
행복한동물병원,651000001019980002,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 이도이동 423-5 제이소소,"제주특별자치도 제주시 정든로3길 12, 제이소소 지하층 102호 (이도이동)",63225,263.211488195122,157352.122661688,,2005-06-20,,2025-12-15 16:15:28
한국마사회 제주육성목장 동물병원,651000001019981001,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 조천읍 교래리 25-2 한국마사회 제주육성목장,제주특별자치도 제주시 조천읍 남조로 1660 (한국마사회 제주육성목장),63346,,,,2008-10-08,,2026-01-15 22:32:00
해밀동물병원,651000001019990001,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 이도이동 76-3,제주특별자치도 제주시 연신로 85 (이도이동),63228,-144.299320715789,158022.190233739,,1999-04-27,,2025-12-15 16:15:28
강남동물병원,651000001020010001,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 삼도이동 214-20,제주특별자치도 제주시 중앙로 106 (삼도이동),63170,1482.74809825002,155647.099009438,,2003-12-05,,2025-12-15 16:15:28
송동물병원,651000001020010003,6510000,폐업,폐업,제주특별자치도,제주시,제주시,제주특별자치도 제주시 화북일동 1984-9,제주특별자치도 제주시 일주동로 185 (화북일동),63292,2594.86541668747,159537.787036341,064-759-8275,2001-07-09,2026-02-27,2026-03-03 22:32:02
우리동물병원(산업),651000001020020002,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 한림읍 금악리 116 성이시돌피정의집,"제주특별자치도 제주시 한림읍 산록남로 53, 성이시돌피정의집",63021,,,,2002-01-28,,2025-12-15 16:15:28
중앙동물병원,651000001020020004,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 연동 1965-1,제주특별자치도 제주시 성신로 15 (연동),63127,-463.360458428742,152086.956328192,,2002-05-03,,2025-12-15 16:15:28
영인동물병원,651000001020030001,6510000,영업/정상,정상,,,제주시,제주특별자치도 제주시 이도이동 1060-14,,,166.9770335498,156860.616668656,,2003-09-20,,2025-12-15 16:15:28
해맑은동물병원,651000001020030005,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 노형동 759,제주특별자치도 제주시 한라대학로 75 (노형동),63089,,,,2003-06-13,,2025-12-15 16:15:28
제주축산업협동조합 동물병원,651000001020030008,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 일도일동 1073,제주특별자치도 제주시 동문로 41 (일도일동),63278,,,,2003-03-31,,2025-12-15 16:15:28
교래 말 전문병원,651000001020031004,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 구좌읍 세화리 1972,제주특별자치도 제주시 구좌읍 세화경마루길 14-14,63352,,,,2003-05-12,,2025-12-15 16:15:28
제일동물병원,651000001020031006,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 한림읍 금악리 2093-1,제주특별자치도 제주시 한림읍 금악로 25,63019,-14983.1092261583,134462.257825608,,2003-09-09,,2025-12-15 16:15:28
제주자연동물병원,651000001020051001,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 구좌읍 한동리 3,제주특별자치도 제주시 구좌읍 해맞이해안로 1076-1,63359,,,,2005-02-02,,2025-12-15 16:15:28
한서동물병원,651000001020051003,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 봉개동 2417-1,제주특별자치도 제주시 아봉로 759 (봉개동),63313,-489.699426948971,161944.898314636,,2005-08-30,,2025-12-15 16:15:28
서사라동물병원,651000001020060001,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 삼도일동 569-18,제주특별자치도 제주시 서사로 148-1 (삼도일동),63185,406.571375109567,155285.610744178,,2006-04-10,,2025-12-15 16:15:28
이호동물병원,651000001020061002,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 한림읍 금악리 595-1,제주특별자치도 제주시 한림읍 금악북로 257,63021,-15609.8874412035,136239.320563025,,2006-01-31,,2025-12-15 16:15:28
유성동물병원,651000001020061004,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 한림읍 금악리 2031-24,제주특별자치도 제주시 한림읍 금악로 41,63019,-14825.1125522478,134565.43384432,,2006-07-12,,2025-12-15 16:15:28
한수풀동물병원,651000001020080001,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 한림읍 한림리 1361-3,"제주특별자치도 제주시 한림읍 한림로 655, 1층",63032,-8855.7666971439,131370.943075016,064-796-4451,2008-06-04,,2025-12-15 16:15:28
서원동물병원,651000001020080002,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 화북이동 4942-6,제주특별자치도 제주시 일주동로 38 (화북이동),63295,1876.70786801727,158242.756870726,,2008-10-27,,2026-02-14 22:32:00
웰빙동물병원,651000001020080003,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 애월읍 광령리 3158-1,"제주특별자치도 제주시 애월읍 광령남4길 14, 2층",63062,-5097.25510950095,146722.520769759,064-725-5106,2008-11-12,,2025-12-15 16:15:28
제주대학교 야생동물구조센터,651000001020100002,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 아라일동 6-94 야생동물구조관리센타,"제주특별자치도 제주시 516로 2946, 야생동물구조관리센타 (아라일동)",63243,-5749.87943787426,159469.946929088,064-752-9582,2010-12-10,,2025-12-15 16:15:28
현동물병원,651000001020110001,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 한림읍 상대리 109-13,"제주특별자치도 제주시 한림읍 월각로 483, 1층",63022,-12606.797491767,136838.699594975,,2011-01-03,,2025-12-15 16:15:28
퐁낭동물병원,651000001020110002,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 오라이동 130-11,"제주특별자치도 제주시 오남로 355, 2층 (오라이동)",63147,-3437.23616901222,154738.253422485,070-7719-6297,2011-08-08,,2025-12-15 16:15:28
리더스동물병원,651000001020120001,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 연동 293-19 두성빌딩,"제주특별자치도 제주시 노연로 131, 두성빌딩 (연동)",63123,-1045.10519626251,152924.820206521,064-749-7533,2012-08-23,,2025-12-15 16:15:28
예서동물병원,651000001020130001,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 노형동 1057-2 노형이화2차아파트,"제주특별자치도 제주시 수덕로 13 (노형동, 노형이화2차아파트)",63099,-823.37705466476,151137.016541941,064-749-1801,2013-01-02,,2025-12-15 16:15:28
제주동물메디컬센터,651000001020130002,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 연동 2325-4 신우스위트빌,"제주특별자치도 제주시 성신로1길 22, 202호 (연동, 신우스위트빌)",63126,-419.255239300272,152335.537918505,,2013-04-19,,2025-12-15 16:15:28
제주양돈농협 동물병원,651000001020130003,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 한림읍 한림리 925-1,"제주특별자치도 제주시 한림읍 한림상로 127-2, 지층",63029,-9211.5029297033,131698.517212075,064-796-8661,2013-05-09,,2026-01-01 02:40:00
백록동물병원,651000001020130005,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 외도일동 640-2 해마루풍경,"제주특별자치도 제주시 우령서로 89 (외도일동, 해마루풍경)",63069,-1198.81196233802,146685.210871739,064-747-1375,2013-10-18,,2025-12-15 16:15:28
튼튼동물병원,651000001020140001,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 이도이동 1987-14,"제주특별자치도 제주시 중앙로 351, 1층 (이도이동)",63231,-553.413878425997,156990.920409311,064-757-7582,2014-01-14,,2025-12-15 16:15:28
한밭동물병원,651000001020140002,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 해안동 1340-27,제주특별자치도 제주시 해안마을길 166 (해안동),63077,-4946.21558285598,149594.356504943,,2014-01-29,,2025-12-15 16:15:28
마야동물병원,651000001020140004,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 애월읍 상가리 1976-10,"제주특별자치도 제주시 애월읍 중산간서로 5642-22, 1층",63036,-5387.82025110222,138362.933138123,064-753-2007,2014-03-13,,2025-12-15 16:15:28
수동물병원,651000001020140005,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 삼도일동 539-2,제주특별자치도 제주시 서사로 91-1 (삼도일동),63181,954.711104400261,155335.999373467,,2014-06-09,,2025-12-15 16:15:28
열린동물병원,480000001020250001,4800000,폐업,폐업,전라남도,목포시,목포시,전라남도 목포시 산정동 1671-4,전라남도 목포시 청호로 155-1 (산정동),58714,145335.957153544,142693.335809356,061-274-2244,2025-03-26,2025-12-29,2026-01-01 02:40:00
여서동물병원,481000001020040001,4810000,폐업,폐업,전라남도,여수시,여수시,전라남도 여수시 여서동 208-1,전라남도 여수시 여문문화길 57 (여서동),59708,139489.693367097,264193.292849782,,2004-01-20,2025-12-26,2025-12-28 02:40:00
로얄말전문병원,651000001020140006,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 조천읍 교래리 101-6,제주특별자치도 제주시 조천읍 비자림로 970-17,63346,-7153.14368475788,173056.840800541,,2014-11-27,,2025-12-15 16:15:28
찬`s 동물병원,651000001020140007,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 연동 276-11,"제주특별자치도 제주시 신광로 105, 103, 104호 (연동)",63136,-1414.10490304801,152531.07250357,,2014-12-03,,2026-01-14 22:32:00
봄이든 동물병원,651000001020140008,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 애월읍 하귀1리 492-8,제주특별자치도 제주시 애월읍 일주서로 7143,63053,-996.214455552981,145274.723730733,064-745-9975,2014-12-26,,2025-12-15 16:15:28
아라동물병원,651000001020150001,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 아라일동 6139,제주특별자치도 제주시 중앙로 581 (아라일동),63248,,,,2015-01-28,,2025-12-15 16:15:28
팜앤팜동물병원,651000001020150005,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 한림읍 동명리 903-6,"제주특별자치도 제주시 한림읍 동명남길 6, 2층",63014,-11172.8580811247,132452.116056711,064-796-3610,2015-06-09,,2025-12-15 16:15:28
지성동물병원,651000001020150008,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 한림읍 금악리 2031-22,"제주특별자치도 제주시 한림읍 금악로 39, 1층",63019,-14841.459099433,134554.104674522,,2015-08-31,,2025-12-15 16:15:28
나아라 동물병원,651000001020150009,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 아라일동 6096-3,제주특별자치도 제주시 중앙로 536 (아라일동),63237,-2239.21393632764,157610.1346451,,2015-09-10,,2025-12-15 16:15:28
웰니스 동물병원,651000001020150011,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 연동 280-28 진빌딩,"제주특별자치도 제주시 도령로 136, 진빌딩 (연동)",63118,-261.135646040674,152681.1935619,064-711-7572,2015-11-26,,2025-12-15 16:15:28
노형동물병원,651000001020150012,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 노형동 683-1 천마에코피아2차,"제주특별자치도 제주시 1100로 3213-27 (노형동, 천마에코피아2차)",63092,-2145.82174019925,151731.310695597,,2015-12-22,,2025-12-15 16:15:28
한빛동물병원,651000001020160001,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 한경면 청수리 701-6,"제주특별자치도 제주시 한경면 청수로 129, 1층",63006,-20232.2696718752,130296.349570032,064-748-7572,2016-01-13,,2025-12-15 16:15:28
한사랑 동물병원,651000001020160002,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 아라일동 6116-11,제주특별자치도 제주시 인다10길 31 (아라일동),63247,-2327.60459795118,157996.73111642,064-747-3000,2016-05-27,,2025-12-15 16:15:28
마리네 동물병원,651000001020160003,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 애월읍 유수암리 1969,제주특별자치도 제주시 애월읍 광상로 323-20,63067,,,070-7721-0075,2016-08-31,,2025-12-15 16:15:28
이스턴동물병원,651000001020160004,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 일도이동 72-2,제주특별자치도 제주시 연삼로 522 (일도이동),63260,613.982499999926,157649.5315,,2016-08-31,,2025-12-15 16:15:28
세림동물병원(출장전문동물병원),452000001020220004,4520000,폐업,폐업,충청남도,아산시,아산시,충청남도 아산시 신창면 남성리 70-4 태헌장미1차아파트,"충청남도 아산시 신창면 서부북로 933-30, 10동 103호 (태헌장미1차아파트)",31530,365737.946937832,196522.175785879,,2022-12-22,2026-01-21,2026-01-22 22:32:00
삼화 우수한동물병원,651000001020170001,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 도련일동 1995-6 삼광빌딩,"제주특별자치도 제주시 건주로 65, 삼광빌딩 (도련일동)",63324,1975.0276250223,160992.391853069,,2018-03-05,,2025-12-15 16:15:28
호크마 동물병원,651000001020170002,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 화북일동 4144-6,제주특별자치도 제주시 동제원길 80 (화북일동),63293,2882.78516052236,159166.915304014,,2017-03-23,,2025-12-15 16:15:28
국립축산과학원 난지축산연구센터 동물병원,651000001020170003,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 오등동 산 175,"제주특별자치도 제주시 산록북로 593-40, 제17호 건물 (오등동)",63242,,,,2017-04-17,,2025-12-15 16:15:28
나음동물병원,651000001020170004,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 노형동 711-5 노형이타스 2,"제주특별자치도 제주시 연북로 18, 노형이타스 2 (노형동)",63086,-1512.37303279846,151883.776541734,064-747-7585,2017-06-21,,2025-12-15 16:15:28
제주대학교 말전문동물병원,651000001020170006,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 아라일동 6-27,제주특별자치도 제주시 산천단남길 42 (아라일동),63243,-5284.30310544135,159317.742214425,064-725-0175,2017-12-15,,2025-12-15 16:15:28
굿데이 동물병원,651000001020180002,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 한림읍 금악리 198-80,제주특별자치도 제주시 한림읍 금악동길 220-9,63021,-15027.2952758181,138319.594560305,,2018-04-04,,2025-12-15 16:15:28
제주특별자치도 동물위생시험소 (동물보호센터) 동물병원,651000001020180003,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 용강동 1065,제주특별자치도 제주시 첨단동길 184-14 (용강동),63312,,,064-710-4065,2018-04-16,,2026-02-06 22:32:00
피그랑동물병원,651000001020180004,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 해안동 1829-1,"제주특별자치도 제주시 해안마을8길 1, 1층 (해안동)",63077,-4494.73563839485,149218.328995312,,2018-06-15,,2025-12-15 16:15:28
경의,515000001019830001,5150000,폐업,폐업,경상북도,의성군,의성군,경상북도 의성군 의성읍 후죽리 474-5 2통,경상북도 의성군 의성읍 문소3길 95-2,37335,318406.227068358,351999.441342599,,1983-05-07,2025-12-19,2025-12-21 02:40:00
씨엔에프 팜테크,651000001020180006,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 연동 2413-4,제주특별자치도 제주시 일주서로 7800 (연동),63128,-229.701543704558,151585.354688044,,2018-10-16,,2025-12-15 16:15:28
우정동물병원,651000001020180007,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 한림읍 귀덕리 154-1,제주특별자치도 제주시 한림읍 귀덕남동1길 2,63025,-8131.45960039772,134569.64162386,,2018-11-21,,2025-12-15 16:15:28
제주피그클리닉,651000001020180008,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 한림읍 동명리 1695,제주특별자치도 제주시 한림읍 한림로 580,63013,,,064-796-1136,2018-12-29,,2025-12-15 16:15:28
라이프동물병원,651000001020180009,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 노형동 3794-6,제주특별자치도 제주시 노형3길 21-1 (노형동),63088,-1403.5303111279,151223.623332152,064-746-7579,2018-12-29,,2025-12-15 16:15:28
제주한라대학교 부설동물병원,651000001020190001,6510000,취소/말소/만료/정지/중지,말소,제주특별자치도,제주시,제주시,제주특별자치도 제주시 애월읍 광령리 604-1,제주특별자치도 제주시 애월읍 산록서로 678-207,63064,-11061.0332970028,148326.956578318,064-741-6724,2019-01-21,,2025-12-15 16:15:28
제주오름동물병원,651000001020190002,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 노형동 1897-5,제주특별자치도 제주시 월산남길 131 (노형동),63078,-3513.02654926967,150742.20111032,,2019-01-28,,2025-12-15 16:15:28
삼화 훈 동물병원,651000001020190003,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 화북일동 1221-2,"제주특별자치도 제주시 동화로 12, 1층 (화북일동)",63300,2582.82603261069,160208.718058763,064-756-8275,2019-05-02,,2025-12-15 16:15:28
제주 키움 동물병원,651000001020190004,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 이도이동 1860-1,"제주특별자치도 제주시 중앙로 273, 나라키움 1층 106호 (이도이동)",63210,86.5807571270866,156503.983060429,064-725-7579,2019-05-28,,2025-12-15 16:15:28
이루다 동물병원,651000001020190005,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 도련일동 1917-1,"제주특별자치도 제주시 건주로3길 19, 준영빌딩 1층 101호 (도련일동)",63323,2334.83581390031,161034.895561942,064-725-1545,2019-11-07,,2025-12-15 16:15:28
제주 현 동물병원,651000001020200001,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 조천읍 신촌리 2549,제주특별자치도 제주시 조천읍 신촌3길 15-4,63337,,,,2020-02-26,,2025-12-15 16:15:28
한라동물의료센터,651000001020200002,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 이도이동 1994-4,"제주특별자치도 제주시 남광로 20, 1층 (이도이동)",63231,-298.46253207705,157009.794557545,064-725-7577,2020-02-28,,2025-12-15 16:15:28
이룸동물병원,651000001020200003,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 노형동 2838,"제주특별자치도 제주시 월광로 51, 이룸동물병원 (노형동)",63094,,,064-748-2838,2020-08-04,,2025-12-15 16:15:28
브이동물메디컬센터,651000001020200004,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 노형동 571-5,"제주특별자치도 제주시 수목원서길 3, 1, 2층 (노형동)",63092,-2865.09277181115,151961.218449049,064-803-0038,2020-11-20,,2025-12-15 16:15:28
크라운 동물병원,651000001020200005,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 애월읍 유수암리 1034-25,"제주특별자치도 제주시 애월읍 유수암평화5길 34-24, 1층",63067,-7622.93086166326,144620.533231601,,2020-12-07,,2025-12-15 16:15:28
해올동물병원,651000001020210001,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 조천읍 교래리 552-4,"제주특별자치도 제주시 조천읍 비자림로 685-8, 1층",63346,-6563.14011914837,170197.163592309,064-732-2660,2021-01-07,,2026-01-15 22:32:00
제주온동물병원,651000001020210002,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 연동 304-5 코스모스태홍누리안5차아파트,"제주특별자치도 제주시 신대로 136, 102호 (연동, 코스모스태홍누리안5차아파트)",63133,-1141.69172608377,153082.8307255,064-742-8575,2021-07-21,,2025-12-15 16:15:28
으뜸동물병원,651000001020210003,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 일도일동 1177-2,"제주특별자치도 제주시 동문로 29, 3층 (일도일동)",63278,1949.62653868994,156251.50619346,,2021-08-18,,2025-12-15 16:15:28
한림동물병원,651000001020210004,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 한림읍 동명리 1597-6,"제주특별자치도 제주시 한림읍 한림상로 110, 1층",63013,-9387.51108543635,131550.770341545,064-796-7582,2021-09-29,,2025-12-15 16:15:28
마음동물의료센터,651000001020210005,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 외도일동 552-2,제주특별자치도 제주시 조공포길 27(외도일동),63071,-587.175696837861,147361.952576884,064-749-0302,2021-10-21,,2025-12-15 16:15:28
노형 꿈 동물병원,651000001020210006,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 노형동 2924-2,제주특별자치도 제주시 월광로 32(노형동),63105,-1230.95973618488,150192.410813408,064-744-1128,2021-12-03,,2025-12-15 16:15:28
사랑동물병원,651000001020210007,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 애월읍 애월리 1414-1,"제주특별자치도 제주시 애월읍 일주서로 6254-3, 1층",63044,-3721.70094773611,136958.200072439,,2021-12-23,,2025-12-15 16:15:28
삼화동물병원,651000001020220001,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 도련일동 1963-2,"제주특별자치도 제주시 건주로4길 28, 1층 (도련일동)",63323,2343.78039230117,160806.111395415,064-757-7585,2022-02-10,,2025-12-15 16:15:28
예울동물병원,481000001020260001,4810000,영업/정상,정상,전라남도,여수시,여수시,전라남도 여수시 웅천동 1881-3,"전라남도 여수시 웅천로 130, 제1층 102호 (웅천동)",59792,138205.767371711,261962.57458038,061-805-9345,2026-02-10,,2026-02-12 22:34:02
온 동물병원,360000001020260002,3600000,영업/정상,정상,광주광역시,서구,서구,광주광역시 서구 풍암동 932-1,"광주광역시 서구 풍금로38번길 11, 1층 (풍암동)",62049,180490.638252599,187485.855845873,062-716-7553,2026-02-23,,2026-02-24 22:02:03
제마동물병원,651000001020220002,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 조천읍 교래리 580,"제주특별자치도 제주시 조천읍 비자림로 702-57, 1층",63346,,,,2022-03-14,,2025-12-15 16:15:28
제주우리동물병원,651000001020220003,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 구좌읍 세화리 1217-1,"제주특별자치도 제주시 구좌읍 충렬로 12, 1층",63361,2587.81127429049,186523.118807989,,2022-05-18,,2025-12-15 16:15:28
힘찬동물메디컬센터,651000001020230001,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 아라일동 2476,"제주특별자치도 제주시 연북로 556, 1층 (아라일동)",63236,,,064-805-7585,2023-04-18,,2025-12-15 16:15:28
아라i동물병원,651000001020230002,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 아라일동 6114-14,"제주특별자치도 제주시 인다6길 45, 1층 101호 (아라일동)",63247,-2262.96394674174,157912.262859647,064-753-7575,2023-04-18,,2025-12-15 16:15:28
호호동물병원,651000001020240001,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 연동 1360-4,"제주특별자치도 제주시 과원로 36, 지하2층 1호 (연동)",63141,-2153.93644352672,152239.725253775,064-748-7555,2024-05-20,,2025-12-15 16:15:28
이퀴피스 말동물병원,651000001020240002,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 조천읍 교래리 619,제주특별자치도 제주시 조천읍 남조로 1785-12,63345,,,,2024-10-04,,2025-12-15 16:15:28
제이디 동물병원(JD Equine clinic hospital),651000001020240003,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 애월읍 유수암리 1091-3,제주특별자치도 제주시 애월읍 유수암평화2길 35-16,63066,-8604.83560280253,145000.000384113,,2024-10-11,,2025-12-15 16:15:28
다온동물병원,651000001020240004,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 연동 1395-1,"제주특별자치도 제주시 과원로 60, 1층 (연동)",63141,-2145.35707928094,152474.529286208,,2024-12-02,,2025-12-15 16:15:28
제주24시숨동물의료센터,651000001020250001,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 아라이동 1280-10,"제주특별자치도 제주시 연북로 632, 지1층, 1층 (아라이동)",63245,,,064-805-8365,2025-01-23,,2025-12-15 16:15:28
견우동물병원,651000001020250002,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 아라이동 3011-4,"제주특별자치도 제주시 승천로 88, 1층 (아라이동)",63230,-483.262700235291,157501.425227982,064-803-8977,2025-03-12,,2025-12-15 16:15:28
발걸음동물병원,651000001020250003,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 구좌읍 세화리 1500-29,"제주특별자치도 제주시 구좌읍 세화5길 25, 1층",63361,3250.21934103266,186610.621996839,064-783-7576,2025-07-01,,2025-12-15 16:15:28
제주특별자치도 동물위생시험소 제2동물보호센터 동물병원,651000001020250004,6510000,영업/정상,정상,제주특별자치도,제주시,제주시,제주특별자치도 제주시 애월읍 어음리 산 94-1,제주특별자치도 제주시 애월읍 어림비로 616-107,63038,-12375.2426789126,139334.000875617,064-710-4805,2025-12-16,,2026-03-07 22:32:03
표선가축병원,652000001019751001,6520000,영업/정상,정상,제주특별자치도,서귀포시,서귀포시,제주특별자치도 서귀포시 표선면 표선리 779-1 표선가축병원,"제주특별자치도 서귀포시 표선면 표선관정로 113-5, 표선가축병원",63629,-19133.8702963813,184296.255638872,064-787-2345,1975-05-16,,2025-12-15 16:15:28
서울동물병원,652000001019940001,6520000,영업/정상,정상,제주특별자치도,서귀포시,서귀포시,제주특별자치도 서귀포시 서귀동 280-11,제주특별자치도 서귀포시 동문로 29 (서귀동),63590,-27119.1947262856,159301.584193843,064-732-8762,1994-07-01,,2025-12-15 16:15:28
동아동물병원,652000001019961001,6520000,영업/정상,정상,제주특별자치도,서귀포시,서귀포시,제주특별자치도 서귀포시 성산읍 고성리 1064-7,제주특별자치도 서귀포시 성산읍 서성일로 1241,63640,-5464.74051350512,191659.334948231,064-782-1175,1996-04-27,,2025-12-15 16:15:28
